,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,score
347,3k,arm,13,2.564949357,7.201628967,3.26,1.56,1.304,180.0,189.0,161.0,4.904814484
348,3k,fox,47,3.850147602,5.799472029,5.017476,1.78,2.0069904,270.0,113.0,70.0,4.906726415
349,3k,mad,16,2.772588722,6.975093507,3.55,1.5,1.42,154.0,93.0,59.0,4.907546754
350,3k,sign,28,3.33220451,6.36455022,4.32,1.45,1.728,247.0,133.0,120.0,4.91027511
351,3k,hurt,22,3.091042453,6.627659085,4.0,1.45,1.6,213.0,214.0,160.0,4.913829543
352,3k,yard,21,3.044522438,6.678412627,3.94,1.7,1.576,134.0,140.0,105.0,4.915206314
353,3k,clap,14,2.63905733,7.120776844,3.4,1.73,1.36,26.0,5.0,8.0,4.920388422
354,3k,plate,19,2.944438979,6.78760412,3.84,1.26,1.536,16.0,50.0,25.0,4.92980206
355,3k,short,27,3.295836866,6.40422748,4.32,1.73,1.728,94.0,142.0,164.0,4.93011374
356,3k,queen,29,3.36729583,6.326265436,4.42,1.57,1.768,66.0,58.0,51.0,4.931132718
357,lcnl,sneeze,24,3.17805383,6.53272929,4.17,1.58,1.668,2.0,2.0,3.0,4.934364645
358,3k,shirt,15,2.708050201,7.045505317,3.53,1.12,1.412,61.0,64.0,51.0,4.934752659
359,3k,son,18,2.890371758,6.846591697,3.78,1.26,1.512,124.0,144.0,162.0,4.935295849
360,3k,bee,44,3.784189634,5.871432462,5.0,1.97,2.0,55.0,54.0,30.0,4.935716231
361,3k,fruit,16,2.772588722,6.975093507,3.63,1.71,1.452,32.0,48.0,50.0,4.939546754
362,3k,move,33,3.496507561,6.185294868,4.62,1.75,1.848,392.0,382.0,381.0,4.940647434
363,3k,strong,32,3.465735903,6.218866883,4.58,1.87,1.832,130.0,158.0,191.0,4.941433441
364,3k,hope,40,3.688879454,5.975416287,4.89,2.11,1.956,136.0,113.0,107.0,4.943708144
365,3k,own,50,3.912023005,5.731965691,5.209302,1.81,2.0837208,312.0,402.0,480.0,4.949703646
366,3k,hole,44,3.784189634,5.871432462,5.05,2.17,2.02,251.0,189.0,99.0,4.955716231
367,3k,pop,29,3.36729583,6.326265436,4.484626,1.59,1.7938504,38.0,40.0,23.0,4.956983118
368,3k,wood,31,3.433987204,6.253504853,4.58,2.04,1.832,137.0,128.0,128.0,4.958752427
369,3k,build,28,3.33220451,6.36455022,4.45,1.57,1.78,41.0,100.0,96.0,4.96227511
370,3k,scarf,69,4.234106505,5.380571177,5.68,2.54,2.272,6.0,13.0,12.0,4.962285589
371,3k,club,79,4.369447852,5.232913171,5.89,2.56,2.356,37.0,53.0,52.0,4.972456586
372,3k,deep,58,4.060443011,5.570038813,5.47,2.46,2.188,128.0,188.0,217.0,4.973019407
373,3k,ring,29,3.36729583,6.326265436,4.53,1.87,1.812,102.0,90.0,76.0,4.975132718
374,3k,hop,36,3.583518938,6.090365073,4.84,2.17,1.936,107.0,19.0,16.0,4.981182536
375,3k,swim,22,3.091042453,6.627659085,4.17,1.72,1.668,237.0,115.0,75.0,4.981829543
376,3k,god,25,3.218875825,6.488192314,4.346085,2.38,1.738434,27.0,47.0,58.0,4.982530157
377,3k,mud,20,2.995732274,6.731642911,4.05,1.61,1.62,81.0,86.0,61.0,4.985821456
378,3k,key,14,2.63905733,7.120776844,3.58,1.54,1.432,115.0,65.0,46.0,4.992388422
379,3k,line,35,3.555348061,6.121099624,4.85,2.52,1.94,181.0,174.0,206.0,5.000549812
380,3k,trip,22,3.091042453,6.627659085,4.22,1.9,1.688,117.0,120.0,120.0,5.001829543
381,3k,heart,44,3.784189634,5.871432462,5.17,2.23,2.068,48.0,102.0,164.0,5.003716231
382,3k,bike,33,3.496507561,6.185294868,4.79,1.65,1.916,173.0,87.0,59.0,5.008647434
383,3k,tall,37,3.610917913,6.060472672,4.95,3.24,1.98,217.0,225.0,193.0,5.010236336
384,3k,soap,10,2.302585093,7.487869534,3.17,1.1,1.268,35.0,25.0,24.0,5.011934767
385,3k,word,25,3.218875825,6.488192314,4.42,1.74,1.768,228.0,276.0,311.0,5.012096157
386,3k,shut,35,3.555348061,6.121099624,4.89,2.17,1.956,73.0,87.0,90.0,5.016549812
387,3k,taste,22,3.091042453,6.627659085,4.26,1.76,1.704,42.0,39.0,50.0,5.017829543
388,3k,work,71,4.262679877,5.349397502,5.86,3.29,2.344,874.0,787.0,761.0,5.018698751
389,lcnl,dot,23,3.135494216,6.579162017,4.33,1.41,1.732,59.0,12.0,7.0,5.021581009
390,3k,real,35,3.555348061,6.121099624,4.95,1.43,1.98,221.0,241.0,236.0,5.040549812
391,3k,change,21,3.044522438,6.678412627,4.26,1.66,1.704,137.0,214.0,217.0,5.043206314
392,3k,hide,24,3.17805383,6.53272929,4.47,2.14,1.788,178.0,83.0,68.0,5.054364645
393,3k,felt,79,4.369447852,5.232913171,6.10449,1.95,2.441796,342.0,460.0,500.0,5.058252586
394,3k,lie,14,2.63905733,7.120776844,3.75,0.91,1.5,35.0,57.0,55.0,5.060388422
395,3k,farm,15,2.708050201,7.045505317,3.85,1.5,1.54,161.0,138.0,122.0,5.062752659
396,3k,sand,26,3.258096538,6.445402344,4.63,2.31,1.852,135.0,105.0,112.0,5.074701172
397,3k,laugh,14,2.63905733,7.120776844,3.79,1.51,1.516,163.0,126.0,78.0,5.076388422
398,3k,smoke,16,2.772588722,6.975093507,4.0,1.5,1.6,52.0,101.0,91.0,5.087546754
399,3k,hall,43,3.761200116,5.896514127,5.35,2.16,2.14,127.0,139.0,108.0,5.088257064
400,3k,rice,13,2.564949357,7.201628967,3.72,1.41,1.488,19.0,37.0,31.0,5.088814484
401,3k,which,106,4.663439094,4.912167433,6.584055,1.69,2.633622,209.0,398.0,718.0,5.089705717
402,3k,show,80,4.382026635,5.219189664,6.21,1.81,2.484,545.0,372.0,384.0,5.093594832
403,3k,cloud,12,2.48490665,7.288955913,3.63,1.57,1.452,94.0,47.0,30.0,5.096477956
404,3k,leave,50,3.912023005,5.731965691,5.58,2.48,2.232,246.0,273.0,193.0,5.097982846
405,3k,meet,27,3.295836866,6.40422748,4.74,1.73,1.896,101.0,129.0,138.0,5.09811374
406,3k,buy,49,3.891820298,5.754006934,5.56,2.08,2.224,144.0,174.0,177.0,5.101003467
407,3k,pea,15,2.708050201,7.045505317,3.95,1.68,1.58,15.0,10.0,6.0,5.102752659
408,3k,kid,19,2.944438979,6.78760412,4.28,1.56,1.712,107.0,109.0,74.0,5.10580206
409,3k,mess,19,2.944438979,6.78760412,4.28,1.45,1.712,72.0,45.0,23.0,5.10580206
410,3k,corn,24,3.17805383,6.53272929,4.61,2.64,1.844,42.0,85.0,84.0,5.110364645
411,3k,pick,38,3.63758616,6.031377497,5.26,2.31,2.104,198.0,151.0,110.0,5.119688749
412,unl,oink,10,2.302585093,7.487869534,3.44,1.85,1.376,,,,5.119934767
413,3k,beach,27,3.295836866,6.40422748,4.8,1.54,1.92,82.0,81.0,83.0,5.12211374
414,3k,game,18,2.890371758,6.846591697,4.26,1.82,1.704,337.0,201.0,161.0,5.127295849
415,3k,clown,12,2.48490665,7.288955913,3.72,1.93,1.488,41.0,20.0,10.0,5.132477957
416,3k,hush,20,2.995732274,6.731642911,4.441998,1.88,1.7767992,6.0,13.0,8.0,5.142620656
417,3k,chew,15,2.708050201,7.045505317,4.05,1.51,1.62,7.0,11.0,12.0,5.142752659
418,3k,care,48,3.871201011,5.776502667,5.65,2.01,2.26,335.0,286.0,280.0,5.148251334
419,3k,park,20,2.995732274,6.731642911,4.47,1.87,1.788,231.0,126.0,104.0,5.153821456
420,3k,pond,33,3.496507561,6.185294868,5.16,1.98,2.064,202.0,89.0,61.0,5.156647434
421,3k,page,33,3.496507561,6.185294868,5.16,1.8,2.064,52.0,93.0,171.0,5.156647434
422,3k,late,36,3.583518938,6.090365073,5.28,1.93,2.112,193.0,197.0,172.0,5.157182537
423,3k,pull,25,3.218875825,6.488192314,4.79,1.93,1.916,116.0,113.0,104.0,5.160096157
424,cdi,meow,14,2.63905733,7.120776844,4.0,2.5,1.6,5.0,5.0,1.0,5.160388422
425,3k,quack,35,3.555348061,6.121099624,5.25193,3.59,2.100772,3.0,4.0,2.0,5.161321812
426,3k,cross,24,3.17805383,6.53272929,4.74,1.76,1.896,56.0,71.0,82.0,5.162364645
427,3k,bat,26,3.258096538,6.445402344,4.85,1.73,1.94,51.0,32.0,22.0,5.162701172
428,3k,barn,20,2.995732274,6.731642911,4.5,1.62,1.8,50.0,81.0,79.0,5.165821456
429,3k,poor,65,4.17438727,5.445725124,6.11,1.94,2.444,81.0,153.0,158.0,5.166862562
430,3k,stone,19,2.944438979,6.78760412,4.44,1.2,1.776,115.0,110.0,115.0,5.16980206
431,3k,safe,31,3.433987204,6.253504853,5.11,2.65,2.044,124.0,144.0,103.0,5.170752427
432,3k,same,45,3.80666249,5.846914477,5.624925,1.71,2.24997,403.0,475.0,578.0,5.173427239
433,3k,chin,16,2.772588722,6.975093507,4.22,4.1,1.688,26.0,24.0,28.0,5.175546754
434,cdi,listen,38,3.63758616,6.031377497,5.4,2.62,2.16,207.0,198.0,170.0,5.175688749
435,3k,guess,39,3.663561646,6.003038127,5.44,1.46,2.176,210.0,225.0,155.0,5.177519064
436,3k,these,80,4.382026635,5.219189664,6.4242,1.78,2.56968,525.0,677.0,1003.0,5.179274832
437,3k,glass,19,2.944438979,6.78760412,4.47,1.65,1.788,97.0,111.0,115.0,5.18180206
438,3k,trash,19,2.944438979,6.78760412,4.47,1.78,1.788,16.0,17.0,21.0,5.18180206
439,3k,born,22,3.091042453,6.627659085,4.68,1.97,1.872,30.0,95.0,119.0,5.185829543
440,3k,thumb,18,2.890371758,6.846591697,4.42,2.36,1.768,15.0,19.0,13.0,5.191295849
441,3k,sir,75,4.317488114,5.289601474,6.37,3.04,2.548,63.0,102.0,102.0,5.192800737
442,3k,six,33,3.496507561,6.185294868,5.25193,1.86,2.100772,151.0,166.0,160.0,5.193419434
443,3k,store,23,3.135494216,6.579162017,4.76,1.92,1.904,333.0,225.0,192.0,5.193581009
444,3k,bow,26,3.258096538,6.445402344,4.95,2.22,1.98,15.0,25.0,30.0,5.202701172
445,3k,fight,38,3.63758616,6.031377497,5.47,2.06,2.188,85.0,123.0,103.0,5.203688749
446,3k,owl,65,4.17438727,5.445725124,6.21,2.66,2.484,151.0,58.0,33.0,5.206862562
447,3k,choose,22,3.091042453,6.627659085,4.74,1.79,1.896,12.0,51.0,60.0,5.209829543
448,3k,cook,15,2.708050201,7.045505317,4.22,1.31,1.688,161.0,76.0,53.0,5.210752659
449,3k,aunt,11,2.397895273,7.383885708,3.8,1.61,1.52,147.0,179.0,144.0,5.211942854
450,3k,knock,20,2.995732274,6.731642911,4.63,2.06,1.852,20.0,28.0,32.0,5.217821456
451,3k,beep,33,3.496507561,6.185294868,5.32,2.38,2.128,,,,5.220647434
452,3k,reach,24,3.17805383,6.53272929,4.89,2.79,1.956,67.0,73.0,95.0,5.222364645
453,3k,write,24,3.17805383,6.53272929,4.89,1.64,1.956,276.0,246.0,221.0,5.222364645
454,3k,swing,14,2.63905733,7.120776844,4.16,2.03,1.664,19.0,24.0,22.0,5.224388422
455,3k,shout,21,3.044522438,6.678412627,4.72,1.49,1.888,28.0,38.0,31.0,5.227206314
456,3k,ham,13,2.564949357,7.201628967,4.1,1.48,1.64,47.0,14.0,9.0,5.240814484
457,3k,while,114,4.736198448,4.832786657,7.06362,2.04,2.825448,312.0,494.0,567.0,5.241841329
458,3k,drop,7,1.945910149,7.877003467,3.26,1.33,1.304,63.0,59.0,47.0,5.242501734
459,3k,draw,13,2.564949357,7.201628967,4.11,1.13,1.644,134.0,69.0,72.0,5.244814484
460,3k,phone,13,2.564949357,7.201628967,4.11,1.49,1.644,90.0,90.0,69.0,5.244814484
461,3k,such,70,4.248495242,5.364873001,6.4242,2.05,2.56968,144.0,231.0,382.0,5.252116501
462,3k,third,18,2.890371758,6.846591697,4.580539,1.93,1.8322156,53.0,98.0,105.0,5.255511449
463,3k,clock,16,2.772588722,6.975093507,4.42,1.46,1.768,112.0,67.0,60.0,5.255546754
464,3k,life,47,3.850147602,5.799472029,5.89,3.23,2.356,107.0,258.0,398.0,5.255736015
465,3k,near,33,3.496507561,6.185294868,5.411785,1.96,2.164714,329.0,341.0,380.0,5.257361434
466,3k,tight,29,3.36729583,6.326265436,5.25193,1.61,2.100772,25.0,48.0,58.0,5.263904718
467,3k,bowl,14,2.63905733,7.120776844,4.26,2.28,1.704,59.0,64.0,38.0,5.264388422
468,3k,feed,13,2.564949357,7.201628967,4.17,1.58,1.668,86.0,75.0,65.0,5.268814484
469,lcnl,steps,9,2.197224577,7.60281832,3.67,1.41,1.468,139.0,162.0,131.0,5.26940916
470,3k,lot,60,4.094344562,5.533052071,6.264345,2.25,2.505738,444.0,411.0,372.0,5.272264036
471,3k,live,53,3.970291914,5.668394056,6.1,2.15,2.44,443.0,475.0,561.0,5.274197028
472,3k,mind,31,3.433987204,6.253504853,5.37,1.86,2.148,115.0,271.0,316.0,5.274752427
473,3k,yell,10,2.302585093,7.487869534,3.83,1.5,1.532,39.0,26.0,18.0,5.275934767
474,3k,year,28,3.33220451,6.36455022,5.24,1.73,2.096,132.0,260.0,336.0,5.27827511
475,3k,fear,20,2.995732274,6.731642911,4.79,1.93,1.916,15.0,46.0,75.0,5.281821456
476,3k,lap,6,1.791759469,8.045182537,3.15,1.18,1.26,23.0,39.0,29.0,5.282591269
477,3k,fat,26,3.258096538,6.445402344,5.15,1.84,2.06,134.0,88.0,75.0,5.282701172
478,3k,mail,18,2.890371758,6.846591697,4.65,2.01,1.86,69.0,37.0,29.0,5.283295849
479,3k,win,13,2.564949357,7.201628967,4.22,1.31,1.688,138.0,88.0,65.0,5.288814484
480,3k,pat,24,3.17805383,6.53272929,5.070761,2.12,2.0283044,296.0,52.0,17.0,5.294669045
481,3k,piece,21,3.044522438,6.678412627,4.89,1.7,1.956,114.0,155.0,174.0,5.295206314
482,3k,learn,15,2.708050201,7.045505317,4.44,1.42,1.776,192.0,256.0,269.0,5.298752659
483,3k,horn,20,2.995732274,6.731642911,4.84,1.01,1.936,16.0,27.0,23.0,5.301821456
484,3k,paint,15,2.708050201,7.045505317,4.45,1.32,1.78,225.0,66.0,54.0,5.302752659
485,3k,low,18,2.890371758,6.846591697,4.7,1.22,1.88,62.0,112.0,151.0,5.303295849
486,3k,push,13,2.564949357,7.201628967,4.26,1.85,1.704,91.0,84.0,58.0,5.304814484
487,3k,branch,24,3.17805383,6.53272929,5.11,2.11,2.044,54.0,59.0,48.0,5.310364645
488,3k,soup,29,3.36729583,6.326265436,5.37,2.65,2.148,123.0,58.0,27.0,5.311132718
489,3k,set,46,3.828641396,5.822935393,6.0,3.03,2.4,254.0,283.0,331.0,5.311467696
490,3k,seat,16,2.772588722,6.975093507,4.58,1.92,1.832,99.0,109.0,95.0,5.319546754
491,3k,climb,27,3.295836866,6.40422748,5.3,2.05,2.12,123.0,89.0,60.0,5.32211374
492,3k,snake,23,3.135494216,6.579162017,5.1,2.47,2.04,123.0,96.0,57.0,5.329581009
493,3k,part,23,3.135494216,6.579162017,5.11,1.15,2.044,219.0,323.0,508.0,5.333581009
494,3k,bull,15,2.708050201,7.045505317,4.53,2.29,1.812,25.0,15.0,22.0,5.334752659
495,3k,mat,16,2.772588722,6.975093507,4.62,2.22,1.848,27.0,13.0,9.0,5.335546754
496,3k,drum,16,2.772588722,6.975093507,4.63,2.19,1.852,21.0,12.0,19.0,5.339546754
497,3k,eight,27,3.295836866,6.40422748,5.3585,1.72,2.1434,60.0,73.0,85.0,5.34551374
498,3k,tongue,14,2.63905733,7.120776844,4.47,2.87,1.788,21.0,38.0,44.0,5.348388422
499,3k,goat,24,3.17805383,6.53272929,5.21,2.07,2.084,70.0,52.0,33.0,5.350364645
500,3k,land,24,3.17805383,6.53272929,5.22,2.69,2.088,194.0,248.0,315.0,5.354364645
501,3k,large,35,3.555348061,6.121099624,5.74,2.23,2.296,98.0,214.0,408.0,5.356549812
502,3k,spring,29,3.36729583,6.326265436,5.5,2.15,2.2,129.0,131.0,153.0,5.363132718
503,3k,dust,21,3.044522438,6.678412627,5.06,1.39,2.024,36.0,61.0,66.0,5.363206314
504,lcnl,woods,19,2.944438979,6.78760412,4.930784,1.62,1.9723136,216.0,143.0,126.0,5.36611566
505,3k,wide,37,3.610917913,6.060472672,5.84,2.14,2.336,65.0,111.0,113.0,5.366236336
506,3k,ouch,3,1.098612289,8.80140916,2.417168,1.34,0.9668672,14.0,6.0,4.0,5.36757178
507,3k,cream,40,3.688879454,5.975416287,5.95,2.48,2.38,94.0,55.0,39.0,5.367708144
508,3k,hour,37,3.610917913,6.060472672,5.85,1.79,2.34,88.0,132.0,146.0,5.370236336
509,3k,free,23,3.135494216,6.579162017,5.21,1.78,2.084,92.0,116.0,120.0,5.373581009
510,3k,dream,18,2.890371758,6.846591697,4.88,1.95,1.952,61.0,68.0,67.0,5.375295849
511,3k,straw,11,2.397895273,7.383885708,4.22,1.26,1.688,38.0,47.0,35.0,5.379942854
512,3k,bush,18,2.890371758,6.846591697,4.9,2.1,1.96,20.0,21.0,31.0,5.383295849
513,3k,guy,10,2.302585093,7.487869534,4.11,1.91,1.644,25.0,51.0,38.0,5.387934767
514,3k,bean,6,1.791759469,8.045182537,3.42,1.12,1.368,21.0,24.0,17.0,5.390591269
515,3k,cool,14,2.63905733,7.120776844,4.58,2.32,1.832,60.0,93.0,113.0,5.392388422
516,3k,rope,26,3.258096538,6.445402344,5.44,2.09,2.176,133.0,109.0,93.0,5.398701172
517,3k,string,18,2.890371758,6.846591697,4.94,1.7,1.976,93.0,74.0,57.0,5.399295849
518,3k,block,16,2.772588722,6.975093507,4.79,3.08,1.916,87.0,65.0,59.0,5.403546754
519,3k,slide,16,2.772588722,6.975093507,4.79,2.3,1.916,12.0,21.0,24.0,5.403546754
520,3k,rule,15,2.708050201,7.045505317,4.72,1.49,1.888,24.0,57.0,40.0,5.410752659
521,3k,huge,17,2.833213344,6.908951778,4.9,3.14,1.96,30.0,80.0,116.0,5.414475889
522,3k,drive,22,3.091042453,6.627659085,5.26,2.58,2.104,78.0,108.0,98.0,5.417829543
523,3k,share,16,2.772588722,6.975093507,4.84,1.86,1.936,39.0,48.0,52.0,5.423546754
524,3k,half,25,3.218875825,6.488192314,5.454413,1.77,2.1817652,77.0,188.0,251.0,5.425861357
525,3k,hay,22,3.091042453,6.627659085,5.32,1.92,2.128,8.0,20.0,32.0,5.441829543
526,3k,juice,11,2.397895273,7.383885708,4.4,2.21,1.76,13.0,29.0,33.0,5.451942854
527,3k,meat,11,2.397895273,7.383885708,4.42,1.57,1.768,50.0,93.0,103.0,5.459942854
528,3k,whole,67,4.204692619,5.412661855,6.89,2.71,2.756,114.0,227.0,259.0,5.462330928
529,3k,point,12,2.48490665,7.288955913,4.55,1.61,1.82,34.0,79.0,100.0,5.464477957
530,3k,nest,18,2.890371758,6.846591697,5.11,1.94,2.044,84.0,59.0,58.0,5.467295849
531,3k,week,18,2.890371758,6.846591697,5.11,2.56,2.044,133.0,193.0,125.0,5.467295849
532,3k,class,16,2.772588722,6.975093507,4.95,1.36,1.98,182.0,181.0,177.0,5.467546754
533,3k,toast,13,2.564949357,7.201628967,4.67,3.34,1.868,5.0,18.0,18.0,5.468814484
534,3k,wild,37,3.610917913,6.060472672,6.11,2.51,2.444,55.0,101.0,122.0,5.474236336
535,3k,pole,26,3.258096538,6.445402344,5.63,2.83,2.252,34.0,60.0,70.0,5.474701172
536,3k,shark,23,3.135494216,6.579162017,5.47,1.65,2.188,15.0,19.0,8.0,5.477581009
537,3k,tea,23,3.135494216,6.579162017,5.47,2.39,2.188,51.0,61.0,71.0,5.477581009
538,3k,chase,24,3.17805383,6.53272929,5.53,2.12,2.212,21.0,17.0,15.0,5.478364645
539,3k,bunch,15,2.708050201,7.045505317,4.89,1.78,1.956,24.0,29.0,19.0,5.478752659
540,3k,roll,11,2.397895273,7.383885708,4.47,2.12,1.788,71.0,59.0,47.0,5.479942854
541,3k,trick,35,3.555348061,6.121099624,6.05,2.99,2.42,112.0,50.0,30.0,5.480549812
542,3k,paw,31,3.433987204,6.253504853,5.89,2.95,2.356,38.0,28.0,18.0,5.482752426
543,3k,quick,31,3.433987204,6.253504853,5.89,2.16,2.356,61.0,82.0,77.0,5.482752426
544,3k,tent,18,2.890371758,6.846591697,5.16,1.95,2.064,51.0,39.0,39.0,5.487295849
545,3k,proud,22,3.091042453,6.627659085,5.44,1.58,2.176,45.0,67.0,60.0,5.489829543
546,3k,lay,29,3.36729583,6.326265436,5.838065,2.01,2.335226,83.0,173.0,196.0,5.498358718
547,3k,storm,15,2.708050201,7.045505317,4.94,2.51,1.976,32.0,69.0,73.0,5.498752659
548,3k,hit,13,2.564949357,7.201628967,4.75,2.83,1.9,263.0,189.0,145.0,5.500814484
549,3k,salt,16,2.772588722,6.975093507,5.05,2.2,2.02,19.0,38.0,52.0,5.507546754
550,3k,truth,10,2.302585093,7.487869534,4.42,2.06,1.768,20.0,41.0,42.0,5.511934767
551,3k,fence,39,3.663561646,6.003038127,6.28,3.36,2.512,85.0,96.0,71.0,5.513519064
552,3k,break,19,2.944438979,6.78760412,5.3,2.18,2.12,56.0,77.0,100.0,5.51380206
553,3k,sight,21,3.044522438,6.678412627,5.44,2.01,2.176,24.0,88.0,112.0,5.515206314
554,3k,past,56,4.025351691,5.608323597,6.78,1.52,2.712,115.0,159.0,178.0,5.516161799
555,3k,none,23,3.135494216,6.579162017,5.57164,1.85,2.228656,16.0,56.0,71.0,5.518237009
556,unl,shorts,7,1.945910149,7.877003467,3.95,1.13,1.58,6.0,3.0,4.0,5.518501734
557,3k,gray,26,3.258096538,6.445402344,5.74,2.6,2.296,106.0,116.0,105.0,5.518701172
558,3k,bright,48,3.871201011,5.776502667,6.58,2.87,2.632,109.0,139.0,153.0,5.520251334
559,3k,bark,17,2.833213344,6.908951778,5.17,1.76,2.068,58.0,47.0,45.0,5.522475889
560,3k,bit,44,3.784189634,5.871432462,6.47,2.55,2.588,117.0,139.0,143.0,5.523716231
561,3k,lamb,8,2.079441542,7.73132013,4.15,1.81,1.66,24.0,16.0,14.0,5.525660065
562,3k,ship,19,2.944438979,6.78760412,5.33,2.06,2.132,165.0,148.0,149.0,5.52580206
563,3k,shake,18,2.890371758,6.846591697,5.26,1.69,2.104,45.0,45.0,38.0,5.527295849
564,3k,leaf,11,2.397895273,7.383885708,4.6,2.37,1.84,30.0,30.0,24.0,5.531942854
565,3k,fair,24,3.17805383,6.53272929,5.67,1.91,2.268,113.0,104.0,78.0,5.534364645
566,3k,wife,24,3.17805383,6.53272929,5.67,3.2,2.268,191.0,157.0,123.0,5.534364645
567,3k,boom,22,3.091042453,6.627659085,5.56,2.43,2.224,8.0,28.0,15.0,5.537829543
568,3k,bug,6,1.791759469,8.045182537,3.79,1.72,1.516,107.0,26.0,9.0,5.538591269
569,3k,fur,17,2.833213344,6.908951778,5.22,2.05,2.088,60.0,55.0,53.0,5.542475889
570,3k,scream,8,2.079441542,7.73132013,4.2,1.58,1.68,11.0,20.0,16.0,5.545660065
571,3k,peach,8,2.079441542,7.73132013,4.21,1.27,1.684,7.0,15.0,8.0,5.549660065
572,3k,gate,18,2.890371758,6.846591697,5.32,2.29,2.128,77.0,67.0,61.0,5.551295849
573,3k,die,10,2.302585093,7.487869534,4.53,1.78,1.812,44.0,93.0,62.0,5.555934767
574,3k,fit,24,3.17805383,6.53272929,5.74,1.66,2.296,82.0,64.0,59.0,5.562364645
575,3k,desk,21,3.044522438,6.678412627,5.56,2.2,2.224,140.0,126.0,89.0,5.563206314
576,3k,clear,25,3.218875825,6.488192314,5.8,1.79,2.32,15.0,95.0,132.0,5.564096157
577,3k,bridge,21,3.044522438,6.678412627,5.58,2.34,2.232,31.0,52.0,44.0,5.571206313
578,3k,jam,43,3.761200116,5.896514127,6.56,4.0,2.624,23.0,20.0,11.0,5.572257064
579,3k,fork,5,1.609437912,8.244096157,3.63,1.86,1.452,13.0,13.0,10.0,5.574048079
580,3k,kite,10,2.302585093,7.487869534,4.58,1.64,1.832,127.0,32.0,25.0,5.575934767
581,3k,jack,57,4.043051268,5.58901328,6.95705,2.91,2.78282,244.0,165.0,92.0,5.57732664
582,3k,crawl,6,1.791759469,8.045182537,3.89,1.23,1.556,17.0,12.0,16.0,5.578591269
583,3k,job,18,2.890371758,6.846591697,5.39,2.06,2.156,348.0,280.0,168.0,5.579295849
584,3k,few,28,3.33220451,6.36455022,5.99792,1.6,2.399168,269.0,406.0,550.0,5.58144311
585,3k,crow,23,3.135494216,6.579162017,5.74,3.28,2.296,30.0,29.0,18.0,5.585581009
586,lcnl,boots,12,2.48490665,7.288955913,4.86,2.71,1.944,50.0,48.0,43.0,5.588477957
587,3k,sink,9,2.197224577,7.60281832,4.47,2.04,1.788,29.0,32.0,28.0,5.58940916
588,3k,prince,16,2.772588722,6.975093507,5.26,2.31,2.104,94.0,71.0,70.0,5.591546754
589,3k,twelve,9,2.197224577,7.60281832,4.484626,1.1,1.7938504,24.0,41.0,57.0,5.59525956
590,3k,dish,12,2.48490665,7.288955913,4.89,2.42,1.956,41.0,31.0,10.0,5.600477957
591,3k,harm,13,2.564949357,7.201628967,5.0,1.41,2.0,17.0,28.0,30.0,5.600814484
592,3k,fix,13,2.564949357,7.201628967,5.0,1.88,2.0,151.0,76.0,41.0,5.600814484
593,lcnl,yours,9,2.197224577,7.60281832,4.50594,2.12,1.802376,48.0,60.0,48.0,5.60378516
594,unl,striped,10,2.302585093,7.487869534,4.65,2.03,1.86,9.0,8.0,6.0,5.603934767
595,3k,quite,77,4.343805422,5.260889175,7.436615,2.54,2.974646,35.0,138.0,186.0,5.605090587
596,3k,till,52,3.951243719,5.689175721,6.903765,1.85,2.761506,40.0,68.0,69.0,5.606093861
597,3k,south,28,3.33220451,6.36455022,6.06,2.15,2.424,44.0,78.0,120.0,5.60627511
598,3k,mike,47,3.850147602,5.799472029,6.775881,2.99,2.7103524,445.0,175.0,64.0,5.610088415
599,3k,teach,10,2.302585093,7.487869534,4.67,1.64,1.868,46.0,52.0,46.0,5.611934767
600,3k,butt,5,1.609437912,8.244096157,3.73,1.86,1.492,0.0,3.0,3.0,5.614048079
601,3k,clay,16,2.772588722,6.975093507,5.32,2.06,2.128,59.0,60.0,42.0,5.615546754
602,3k,den,21,3.044522438,6.678412627,5.7,1.66,2.28,21.0,12.0,9.0,5.619206313
603,3k,pool,14,2.63905733,7.120776844,5.15,2.3,2.06,80.0,59.0,48.0,5.620388422
604,3k,smart,18,2.890371758,6.846591697,5.5,1.86,2.2,114.0,57.0,41.0,5.623295849
605,3k,cause,23,3.135494216,6.579162017,5.84,3.1,2.336,2.0,21.0,42.0,5.625581009
606,3k,wheel,8,2.079441542,7.73132013,4.4,2.09,1.76,37.0,67.0,80.0,5.625660065
607,3k,glad,22,3.091042453,6.627659085,5.79,2.18,2.316,196.0,151.0,124.0,5.629829543
608,3k,knee,8,2.079441542,7.73132013,4.42,2.52,1.768,14.0,23.0,24.0,5.633660065
609,lcnl,goo,18,2.890371758,6.846591697,5.53,2.37,2.212,,,,5.635295849
610,3k,van,14,2.63905733,7.120776844,5.198645,2.76,2.079458,98.0,20.0,10.0,5.639846422
611,3k,meal,10,2.302585093,7.487869534,4.74,1.56,1.896,20.0,41.0,49.0,5.639934767
612,3k,tie,10,2.302585093,7.487869534,4.74,1.82,1.896,53.0,36.0,31.0,5.639934767
613,3k,wave,7,1.945910149,7.877003467,4.26,1.59,1.704,16.0,27.0,35.0,5.642501734
