,source,word,freq_lcnl,aoa_mean,aoa_sd,tasa_1,tasa_2,tasa_3
4735,3k,once,129,4.974848,2.32,338,463,547
223,3k,bathe,2,5,2.11,0,2,3
267,3k,bee,44,5,1.97,55,54,30
1002,3k,cheer,9,5,1.67,8,10,12
2271,3k,fix,13,5,1.88,151,76,41
3123,3k,harm,13,5,1.41,17,28,30
4104,3k,loss,1,5,2.38,1,3,9
2483,3k,fox,47,5.017476,1.78,270,113,70
1014,3k,chest,9,5.05,2.09,17,47,52
2708,3k,gift,9,5.05,1.87,44,28,30
2910,3k,great,131,5.05,1.23,373,399,498
3318,3k,hole,44,5.05,2.17,251,189,99
3485,3k,itch,2,5.05,1.08,6,2,3
842,3k,cage,9,5.06,1.3,58,76,49
997,3k,cheek,3,5.06,2.1,7,14,14
1994,3k,dust,21,5.06,1.39,36,61,66
2227,3k,fill,9,5.06,1.47,39,52,50
2699,3k,ghost,6,5.06,2.01,67,51,44
4839,3k,pat,24,5.070761,2.12,296,52,17
3226,3k,her,1026,5.092075,2.45,4345,4828,5016
12,3k,add,1,5.1,1.48,46,31,26
674,3k,bride,4,5.1,1.55,0,1,4
237,lcnl,be,674,5.11,3.23,3366,3618,4161
612,3k,branch,24,5.11,2.11,54,59,48
992,3k,cheat,1,5.11,1.75,1,1,3
2168,3k,feel,58,5.11,2.73,466,414,419
2352,3k,flip,6,5.11,1.32,3,4,5
3211,3k,hell,3,5.11,1.88,0,11,16
3469,3k,inch,7,5.11,1.73,9,20,20
4392,3k,mix,3,5.11,1.71,24,8,9
4445,3k,mop,1,5.11,1.91,37,1,1
4597,3k,nest,18,5.11,1.94,84,59,58
4830,3k,part,23,5.11,1.15,219,323,508
4910,3k,pen,4,5.11,1.29,90,31,32
1027,3k,child,59,5.14536,1.7,70,118,144
2475,3k,found,124,5.14536,1.96,533,535,632
1100,3k,church,7,5.15,1.76,25,40,59
2137,3k,fat,26,5.15,1.84,134,88,75
2838,3k,goose,8,5.15,2.21,45,30,19
3472,3k,ink,9,5.16,1.54,2,7,15
4782,3k,page,33,5.16,1.8,52,93,171
187,3k,bark,17,5.17,1.76,58,47,45
1059,3k,choice,6,5.17,1.79,7,17,25
1652,3k,dead,12,5.17,2.09,86,153,163
1681,3k,deer,6,5.17,3.26,40,49,53
3183,3k,heart,44,5.17,2.23,48,102,164
4121,3k,love,215,5.17,3.54,111,164,135
2548,3k,front,84,5.187988,2.06,372,447,450
3595,3k,joke,5,5.2,1.88,31,34,28
2550,3k,frost,4,5.209302,1.58,11,6,16
4766,3k,own,50,5.209302,1.81,312,402,480
353,3k,birth,1,5.21,2.25,0,6,13
2509,3k,free,23,5.21,1.78,92,116,120
2813,3k,goat,24,5.21,2.07,70,52,33
2986,3k,gross,2,5.21,2.92,2,0,1
4697,3k,nut,10,5.21,1.69,27,12,8
947,3k,chain,2,5.22,2.13,15,19,24
2585,3k,fur,17,5.22,2.05,60,55,53
3831,3k,land,24,5.22,2.69,194,248,315
4443,3k,moose,4,5.22,1.73,2,16,14
4677,3k,now,405,5.25193,1.77,2249,1833,1836
1906,3k,drive,22,5.26,2.58,78,108,98
3532,3k,jeans,1,5.26,2.1,11,12,15
4956,3k,pick,38,5.26,2.31,198,151,110
3526,lcnl,jaws,9,5.28,1.87,2,7,11
3863,3k,late,36,5.28,1.93,193,197,172
643,3k,break,19,5.3,2.18,56,77,100
1185,3k,climb,27,5.3,2.05,123,89,60
1225,3k,cloth,1,5.3,1.13,50,55,75
125,3k,back,406,5.305215,2.35,2096,1959,1784
1153,3k,clay,16,5.32,2.06,59,60,42
2639,3k,gas,7,5.32,1.97,49,84,92
2647,3k,gate,18,5.32,2.29,77,67,61
3161,3k,hay,22,5.32,1.92,8,20,32
412,3k,bless,7,5.33,1.81,1,2,5
2279,3k,flag,6,5.33,2.38,19,17,16
3187,3k,heat,4,5.33,2.03,45,67,136
3364,3k,hose,10,5.33,2.03,19,12,7
3524,3k,jaw,1,5.33,2.28,2,7,12
3097,3k,hall,43,5.35,2.16,127,139,108
2047,3k,eight,27,5.3585,1.72,60,73,85
2216,3k,fifth,2,5.3585,2.32,11,16,20
3378,3k,how,292,5.3585,1.92,2048,2049,2147
3457,lcnl,if,468,5.3585,2.34,1827,2192,2595
1013,3k,chess,2,5.37,2.03,0,1,2
1664,3k,death,2,5.37,1.8,15,44,79
2021,3k,earth,11,5.37,1.26,200,281,348
2860,3k,grab,9,5.37,2.31,11,18,20
4365,3k,mind,31,5.37,1.86,115,271,316
2361,3k,float,9,5.39,2.55,8,27,23
3329,lcnl,honk,7,5.39,2.38,16,9,3
3549,3k,jet,5,5.39,2.52,27,13,10
3576,3k,job,18,5.39,2.06,348,280,168
4833,3k,pass,12,5.39,1.65,56,69,80
1533,3k,cub,6,5.4,2.04,11,9,12
4018,cdi,listen,38,5.4,2.62,207,198,170
827,3k,by,312,5.411785,1.5,1189,1462,2074
1893,3k,drew,11,5.411785,2.21,43,70,82
4574,3k,near,33,5.411785,1.96,329,341,380
243,3k,beak,2,5.42,2.73,6,7,9
3205,3k,height,1,5.42,1.43,0,4,13
3710,3k,king,70,5.42,2.63,399,263,209
4545,3k,nail,13,5.42,2.36,29,16,12
4577,3k,neat,13,5.43,3.2,21,43,30
3022,3k,guess,39,5.44,1.46,210,225,155
3519,3k,jar,9,5.44,2.18,67,53,43
3876,3k,lawn,11,5.45,2.22,11,19,24
3096,3k,half,25,5.454413,1.77,77,188,251
1679,3k,deep,58,5.47,2.46,128,188,217
2219,3k,fight,38,5.47,2.06,85,123,103
3896,3k,leak,1,5.47,1.81,0,4,5
4310,3k,melt,3,5.47,2.09,16,13,10
146,lcnl,bake,13,5.5,2.53,52,12,7
721,3k,broom,11,5.5,2.46,7,9,16
1304,3k,comb,11,5.5,2.2,5,10,13
2594,3k,fuss,4,5.5,1.86,40,14,9
3334,3k,hood,9,5.5,2.66,0,10,13
4862,3k,pay,13,5.5,1.76,141,147,105
4982,3k,pinch,2,5.5,2.28,6,4,4
5092,3k,plum,11,5.5,2.2,11,5,6
519,3k,bone,12,5.53,1.74,34,29,48
879,3k,cap,16,5.53,2.01,84,48,52
984,3k,chase,24,5.53,2.12,21,17,15
994,3k,check,5,5.53,1.68,49,63,59
1022,3k,chick,8,5.53,2.09,55,23,4
3141,3k,hate,17,5.53,2.06,85,60,47
3903,3k,leap,7,5.53,1.93,3,10,14
4984,3k,pine,5,5.53,2.14,70,43,38
3381,3k,howl,4,5.55,1.85,10,8,10
1660,3k,dear,107,5.550326,1.82,73,93,84
297,3k,bend,8,5.56,1.85,22,35,29
532,3k,boom,22,5.56,2.43,8,28,15
823,3k,buy,49,5.56,2.08,144,174,177
1703,3k,desk,21,5.56,2.2,140,126,89
4273,3k,math,1,5.56,1.46,16,12,9
3935,3k,left,119,5.57164,2.17,556,604,606
4651,3k,none,23,5.57164,1.85,16,56,71
676,3k,bridge,21,5.58,2.34,31,52,44
3048,3k,gun,7,5.58,2.52,83,68,64
3919,3k,leave,50,5.58,2.48,246,273,193
4017,3k,list,16,5.58,2.32,164,76,65
4224,3k,mane,1,5.6,2.14,2,3,6
4232,3k,map,3,5.6,2.06,91,74,106
2077,3k,eve,5,5.603611,2.45,16,6,5
3464,3k,ill,8,5.603611,1.82,7,14,21
4257,lcnl,mashed,3,5.61,2.73,1,1,2
788,3k,bunk,3,5.62,2.52,0,8,7
4640,3k,nod,2,5.62,2.91,3,7,5
422,3k,blink,15,5.63,2.27,3,3,5
1520,3k,crunch,14,5.63,1.83,1,6,3
2120,3k,fan,6,5.63,2.54,11,4,9
4216,3k,male,2,5.63,2.17,2,9,16
5126,3k,pole,26,5.63,2.83,34,60,70
888,3k,care,48,5.65,2.01,335,286,280
4286,3k,may,94,5.65,2.35,616,518,770
4507,3k,mule,7,5.65,1.66,41,8,10
1361,3k,cost,3,5.67,1.88,30,23,24
2105,3k,fair,24,5.67,1.91,113,104,78
2163,3k,fed,11,5.67821,2.66,46,31,39
2310,3k,flat,13,5.68,1.67,56,106,100
1693,3k,den,21,5.7,1.66,21,12,9
3310,3k,hog,7,5.7,2.27,7,1,2
2866,3k,grade,5,5.72,1.36,48,41,36
4269,3k,match,2,5.72,1.87,41,47,34
165,3k,bang,17,5.74,2.88,64,22,16
256,3k,beast,3,5.74,2.79,26,13,12
870,3k,cane,2,5.74,1.97,53,13,11
1503,3k,crow,23,5.74,3.28,30,29,18
2264,3k,fit,24,5.74,1.66,82,64,59
2902,3k,gray,26,5.74,2.6,106,116,105
3371,3k,hound,2,5.74,1.97,19,13,8
3500,3k,jail,1,5.74,2.45,21,15,26
3850,3k,large,35,5.74,2.23,98,214,408
4051,3k,lock,9,5.74,2.28,44,29,21
4798,3k,pal,6,5.74,2.54,7,9,6
3169,lcnl,heads,16,5.742152,4.5,37,42,52
602,3k,brain,18,5.76,2.19,3,25,42
182,3k,bare,4,5.78,2.86,13,26,37
281,3k,beg,9,5.78,2.32,5,9,15
865,3k,camp,4,5.78,1.73,62,80,88
2237,3k,find,133,5.78,3.89,1342,870,874
2570,lcnl,fudge,2,5.78,3.25,6,8,4
4103,3k,lose,12,5.78,2.32,47,60,61
4523,3k,mush,2,5.78,3.44,2,0,2
6,3k,ache,1,5.79,2.27,6,7,6
781,3k,bun,5,5.79,2.74,1,0,0
1075,3k,chore,1,5.79,1.51,0,0,0
2563,3k,fry,3,5.79,1.69,9,4,4
2735,3k,glad,22,5.79,2.18,196,151,124
3000,3k,growl,7,5.79,1.87,2,6,5
3916,3k,leash,1,5.79,1.84,17,12,6
4425,lcnl,month,4,5.79,1.51,18,50,55
4888,lcnl,peek,3,5.79,3.01,49,11,4
4974,3k,pile,12,5.79,2.7,134,64,59
3408,3k,hum,8,5.795437,2.24,17,8,7
1160,3k,clear,25,5.8,1.79,15,95,132
648,3k,breath,18,5.81,2.02,48,105,104
1399,3k,craft,1,5.83,2.23,0,0,2
3588,3k,join,21,5.83,1.38,14,44,53
3880,3k,lay,29,5.838065,2.01,83,173,196
921,3k,cause,23,5.84,3.1,2,21,42
2951,3k,grin,5,5.84,2.01,6,19,18
4695,3k,nurse,9,5.84,1.98,70,57,32
3373,3k,hour,37,5.85,1.79,88,132,146
61,3k,ape,3,5.89,2.64,19,11,2
1048,3k,chip,3,5.89,2.35,57,12,17
1242,3k,club,79,5.89,2.56,37,53,52
1446,3k,creek,1,5.89,2.23,14,31,42
1518,3k,crumb,1,5.89,2.26,2,3,3
3978,3k,life,47,5.89,3.23,107,258,398
4144,3k,lump,4,5.89,2.38,8,15,11
4654,3k,noon,14,5.89,2.18,19,37,34
4855,3k,paw,31,5.89,2.95,38,28,18
4374,3k,mint,1,5.94,1.86,0,1,1
4794,3k,pair,13,5.94,2.46,20,41,58
37,3k,aisle,2,5.95,1.54,3,7,10
607,3k,brake,5,5.95,2.22,3,6,4
1438,3k,cream,40,5.95,2.48,94,55,39
1524,3k,crust,2,5.95,1.9,0,4,7
3269,3k,hint,1,5.95,1.57,10,6,6
3967,3k,lid,3,5.95,3.09,16,14,13
4099,3k,lord,13,5.95,2.04,20,20,30
2197,3k,few,28,5.99792,1.6,269,406,550
625,3k,brave,12,6,2.03,76,62,49
936,3k,cent,1,6,1.64,3,4,5
1347,3k,cord,1,6,2.13,2,6,10
1654,3k,deal,6,6,2.06,14,35,59
2100,3k,fail,4,6,1.61,1,4,4
4715,3k,odd,2,6,2,11,23,30
4804,3k,palm,3,6,2.83,2,22,33
