,source,word,freq_lcnl,aoa_mean,aoa_sd,tasa_1,tasa_2,tasa_3
580,3k,box,86,4.3,1.66,653,267,174
59,3k,ant,2,4.32,1.57,114,27,13
869,3k,can,507,4.32,2.26,5068,2608,2656
1005,3k,cheese,37,4.33,1.75,32,31,32
777,3k,bump,40,4.35,1.6,67,41,14
19,3k,age,1,4.38,1.36,29,62,91
692,3k,bring,34,4.42,2.46,171,175,190
1207,3k,clock,16,4.42,1.46,112,67,60
762,3k,build,28,4.45,1.57,41,100,96
954,3k,chalk,5,4.47,1.17,6,7,11
190,3k,barn,20,4.5,1.62,50,81,79
1221,3k,close,38,4.5,1.82,206,269,251
319,3k,bib,1,4.53,4.25,,,
773,3k,bull,15,4.53,2.29,25,15,22
54,3k,and,6832,4.569882,1.94,17513,19697,24657
817,3k,but,1097,4.601853,2.45,5172,4711,5113
915,3k,catch,53,4.61,2.07,187,192,146
292,3k,belt,,4.62,2.09,38,33,31
1051,lcnl,chirp,2,4.63,1.71,,,
801,lcnl,burp,3,4.67,1.88,,,
343,3k,bin,3,4.68,2.67,1,5,4
554,3k,born,22,4.68,1.97,30,95,119
1150,3k,claw,2,4.7,2.2,6,4,2
797,3k,burn,,4.72,1.87,35,42,36
855,3k,call,76,4.74,1.85,341,315,268
1069,3k,choose,22,4.74,1.79,12,51,60
561,3k,both,52,4.772365,1.57,213,268,333
332,3k,bike,33,4.79,1.65,173,87,59
437,3k,block,16,4.79,3.08,87,65,59
239,3k,beach,27,4.8,1.54,82,81,83
253,3k,beard,5,4.84,1.8,4,13,17
904,3k,cash,,4.84,2.61,14,11,8
217,3k,bat,26,4.85,1.73,51,32,22
545,lcnl,boots,12,4.86,2.71,50,48,43
447,3k,blood,4,4.89,1.64,34,63,75
783,3k,bunch,15,4.89,1.78,24,29,19
810,3k,bush,18,4.9,2.1,20,21,31
573,3k,bow,26,4.95,2.22,15,25,30
1145,3k,class,16,4.95,1.36,182,181,177
223,3k,bathe,2,5,2.11,0,2,3
267,3k,bee,44,5,1.97,55,54,30
1002,3k,cheer,9,5,1.67,8,10,12
1014,3k,chest,9,5.05,2.09,17,47,52
842,3k,cage,9,5.06,1.3,58,76,49
997,3k,cheek,3,5.06,2.1,7,14,14
12,3k,add,1,5.1,1.48,46,31,26
674,3k,bride,4,5.1,1.55,0,1,4
237,lcnl,be,674,5.11,3.23,3366,3618,4161
612,3k,branch,24,5.11,2.11,54,59,48
992,3k,cheat,1,5.11,1.75,1,1,3
1027,3k,child,59,5.14536,1.7,70,118,144
1100,3k,church,7,5.15,1.76,25,40,59
187,3k,bark,17,5.17,1.76,58,47,45
1059,3k,choice,6,5.17,1.79,7,17,25
353,3k,birth,1,5.21,2.25,0,6,13
947,3k,chain,2,5.22,2.13,15,19,24
1245,3k,cluck,7,5.22,2.13,,,
643,3k,break,19,5.3,2.18,56,77,100
1185,3k,climb,27,5.3,2.05,123,89,60
1225,3k,cloth,1,5.3,1.13,50,55,75
125,3k,back,406,5.305215,2.35,2096,1959,1784
273,3k,beep,33,5.32,2.38,,,
1153,3k,clay,16,5.32,2.06,59,60,42
412,3k,bless,7,5.33,1.81,1,2,5
1013,3k,chess,2,5.37,2.03,0,1,2
827,3k,by,312,5.411785,1.5,1189,1462,2074
243,3k,beak,2,5.42,2.73,6,7,9
737,3k,bruise,,5.45,2.14,0,0,1
146,lcnl,bake,13,5.5,2.53,52,12,7
160,unl,bam,,5.5,2.85,,,
721,3k,broom,11,5.5,2.46,7,9,16
519,3k,bone,12,5.53,1.74,34,29,48
879,3k,cap,16,5.53,2.01,84,48,52
984,3k,chase,24,5.53,2.12,21,17,15
994,3k,check,5,5.53,1.68,49,63,59
1022,3k,chick,8,5.53,2.09,55,23,4
297,3k,bend,8,5.56,1.85,22,35,29
532,3k,boom,22,5.56,2.43,8,28,15
823,3k,buy,49,5.56,2.08,144,174,177
676,3k,bridge,21,5.58,2.34,31,52,44
788,3k,bunk,3,5.62,2.52,0,8,7
241,3k,bead,,5.63,1.64,0,0,0
422,3k,blink,15,5.63,2.27,3,3,5
888,3k,care,48,5.65,2.01,335,286,280
165,3k,bang,17,5.74,2.88,64,22,16
256,3k,beast,3,5.74,2.79,26,13,12
870,3k,cane,2,5.74,1.97,53,13,11
602,3k,brain,18,5.76,2.19,3,25,42
182,3k,bare,4,5.78,2.86,13,26,37
281,3k,beg,9,5.78,2.32,5,9,15
865,3k,camp,4,5.78,1.73,62,80,88
6,3k,ache,1,5.79,2.27,6,7,6
781,3k,bun,5,5.79,2.74,1,0,0
1075,3k,chore,1,5.79,1.51,0,0,0
1160,3k,clear,25,5.8,1.79,15,95,132
648,3k,breath,18,5.81,2.02,48,105,104
921,3k,cause,23,5.84,3.1,2,21,42
61,3k,ape,3,5.89,2.64,19,11,2
1048,3k,chip,3,5.89,2.35,57,12,17
1242,3k,club,79,5.89,2.56,37,53,52
37,3k,aisle,2,5.95,1.54,3,7,10
607,3k,brake,5,5.95,2.22,3,6,4
83,lcnl,arts,,5.965949,2.25,1,1,1
625,3k,brave,12,6,2.03,76,62,49
936,3k,cent,1,6,1.64,3,4,5
386,3k,blank,1,6.05,1.79,0,7,10
444,lcnl,blonde,,6.06,1.21,2,3,2
1248,3k,clue,2,6.06,2.15,22,25,23
84,lcnl,as,844,6.10449,2.3,2243,3346,4616
110,3k,axe,6,6.11,1.49,0,3,8
130,3k,badge,,6.11,1.81,0,1,1
276,3k,beer,2,6.11,2.68,0,10,10
413,lcnl,blessed,1,6.11,2.69,0,2,4
1062,3k,choke,1,6.11,2.23,1,4,3
1065,3k,chomp,5,6.11,2.21,,,
258,3k,beat,15,6.15,1.66,65,85,84
489,3k,bob,3,6.157775,1.97,281,91,66
162,3k,band,23,6.16,2.54,61,47,39
433,3k,blob,,6.16,2.29,1,0,1
557,3k,boss,1,6.16,2.36,125,38,23
895,3k,cart,7,6.16,2.32,34,32,24
565,3k,bounce,3,6.17,4.9,5,11,14
886,3k,card,4,6.2,2.26,53,45,28
81,3k,art,5,6.21,2.32,41,25,38
622,3k,brat,,6.21,3.08,,,
286,3k,belch,1,6.22,2.26,,,
659,3k,breeze,15,6.22,3,5,9,22
550,lcnl,bored,6,6.25,1.68,6,14,18
858,3k,calm,4,6.26,2.18,4,24,35
547,3k,bop,1,6.31,2.77,,,
109,lcnl,ax,1,6.31763,1.73,11,11,14
898,3k,carve,,6.35,1.77,10,10,4
482,3k,board,8,6.37,1.8,81,80,72
1029,3k,chill,,6.4,2.39,5,1,3
9,3k,act,11,6.42,2.22,27,67,67
202,3k,base,4,6.42,2.57,20,26,31
340,3k,bill,4,6.4242,2.07,442,263,117
671,3k,brick,8,6.43,2.09,9,20,19
168,3k,bank,8,6.44,2.41,55,87,66
356,3k,bit,44,6.47,2.55,117,139,143
379,3k,blame,2,6.48,1.89,8,16,15
1060,3k,choir,,6.53,2.55,1,1,2
279,3k,beet,1,6.56,2.06,0,0,1
765,3k,bulb,3,6.56,2.23,5,7,11
269,3k,beef,8,6.58,2.43,0,6,8
684,3k,bright,48,6.58,2.87,109,139,153
503,3k,boil,5,6.6,1.79,0,4,4
646,3k,breast,1,6.6,2.54,5,3,3
120,3k,babe,1,6.61,3.11,6,16,11
1198,3k,clip,,6.61,2.62,5,4,4
85,3k,ash,,6.626683,2.54,3,4,5
418,3k,blimp,,6.63,2.48,,,
854,3k,calf,14,6.63,1.5,9,12,12
999,lcnl,cheep,3,6.64,4.14,,,
457,3k,blouse,1,6.65,2.58,0,3,3
31,3k,aim,1,6.72,2.11,0,6,9
371,3k,blade,6,6.72,1.99,7,6,9
443,3k,blond,,6.72,3.3,0,7,9
1087,3k,chuck,,6.72,2.42,25,18,13
218,3k,batch,,6.74,1.85,0,0,1
901,3k,case,16,6.74,2,57,70,83
924,3k,cave,18,6.74,2.49,70,84,71
1070,3k,chop,1,6.74,2.38,23,11,11
1174,3k,clerk,5,6.74,2.6,13,11,10
449,3k,bloom,1,6.84,2.09,5,4,6
965,3k,chant,,6.88,2.76,0,0,2
176,3k,bar,7,6.9,2.62,39,28,34
880,3k,cape,4,6.903765,4.52,39,13,9
835,3k,cab,4,6.94,2.86,9,9,8
1178,3k,click,17,6.94,2.6,39,7,11
1130,lcnl,clank,3,6.95,2.74,,,
1204,3k,cloak,3,6.95,2.41,0,4,7
313,3k,bet,16,7,2.43,99,75,44
420,3k,blind,6,7,2.6,19,35,36
751,3k,bud,1,7.010335,1.5,39,19,12
393,3k,blast,2,7.06,3.02,2,11,13
825,3k,buzz,17,7.095591,2.54,3,10,7
143,3k,bait,1,7.11,2.08,8,6,7
991,3k,cheap,2,7.11,2.08,1,5,7
543,3k,booth,2,7.16,1.61,4,12,9
72,lcnl,ark,2,7.17,3.33,0,1,3
1035,lcnl,chimp,,7.17,3.28,0,0,0
599,3k,braid,1,7.22,3.67,0,1,1
910,3k,cast,5,7.24,3.16,4,11,20
150,3k,bald,1,7.26,3.35,18,5,6
1183,3k,cliff,3,7.27676,1.51,52,25,24
511,3k,bolt,,7.28,2.63,3,2,8
24,3k,aid,3,7.33,2.2,1,12,11
987,3k,chat,1,7.33,2.43,1,2,2
1120,3k,clam,2,7.37,2.22,0,7,9
395,3k,blaze,25,7.47,2.37,0,1,4
973,3k,charge,9,7.5,3.2,21,25,38
957,3k,champ,1,7.53,1.9,,,
1025,3k,chief,6,7.53,2.86,17,55,64
874,unl,canned,,7.56,2.38,2,3,8
981,3k,chart,1,7.59,2.92,18,21,22
748,3k,buck,,7.68,3.16,31,16,11
1106,3k,chute,3,7.68,2.43,1,4,4
614,3k,brand,4,7.72,2.35,3,5,4
806,3k,burst,8,7.72,2.7,8,29,37
284,3k,beige,3,7.74,2.28,,,
1192,3k,cling,1,7.74,3.38,0,0,1
144,lcnl,baits,,7.78,2.41,,,
960,3k,chance,14,7.78,2.1,51,90,100
594,3k,brag,,7.79,2.46,6,4,1
25,3k,aide,,7.83,3.31,0,1,1
1032,3k,chime,,7.83,2.57,,,
92,3k,ass,,7.84,3.11,0,0,2
540,3k,boost,,7.89,2.87,0,0,1
589,3k,brace,,7.89,1.78,0,7,7
1078,3k,chow,,7.89,2.05,,,
365,lcnl,blab,1,7.95,3.65,,,
476,3k,blush,,7.95,1.81,1,3,2
398,lcnl,bleach,1,8,3.25,0,1,0
513,3k,bomb,1,8,2.49,0,1,3
647,lcnl,breasts,,8.027632,2.63,0,1,0
462,unl,blub,7,8.08,2.81,,,
976,3k,charm,,8.09,2.83,0,5,7
768,3k,bulge,,8.1,2.93,0,1,0
775,3k,bum,1,8.11,3.3,1,4,3
1158,lcnl,cleanse,,8.11,3.16,,,
526,unl,boob,,8.16,4.51,,,
151,3k,bale,,8.2,2.5,0,0,1
588,lcnl,bra,,8.21,2.18,,,
11,lcnl,ad,4,8.22,3.04,10,8,8
485,3k,boast,2,8.22,2.13,0,1,4
881,unl,caped,,8.24,3.15,,,
68,3k,arch,2,8.26,3.11,1,6,4
1006,3k,chef,1,8.3,4.6,0,0,2
1083,3k,chrome,,8.32,3.28,,,
385,3k,bland,,8.35,3.67,0,0,0
452,3k,blot,,8.38,3.52,0,0,1
716,3k,brook,4,8.42,3.69,24,15,8
679,3k,brief,2,8.44,2.64,0,1,7
1098,3k,chunk,,8.53,3.63,2,2,2
1004,lcnl,cheers,4,8.587917,3.83,3,3,4
1250,3k,clump,3,8.62,3.04,9,4,5
213,3k,bass,,8.63,3.02,1,0,3
1142,lcnl,clasp,,8.63,2.81,,,
704,3k,broil,,8.65,2.83,,,
791,3k,bunt,,8.66217,3.96,,,
232,3k,bay,3,8.67,2.52,5,26,30
739,lcnl,brunch,1,8.68,3.22,,,
76,unl,armed,,8.72,3.61,0,1,3
474,lcnl,blurt,,8.76,2.17,,,
247,3k,beam,3,8.78,2.9,8,8,11
465,3k,bluff,,8.82,2.6,0,1,3
5,3k,ace,,8.83,3.65,0,0,1
1226,3k,clothe,1,8.83,2.73,0,0,0
205,3k,bash,4,8.84,2.69,,,
861,lcnl,calve,,8.843339,4.27,,,
27,lcnl,aids,2,8.89,2.51,0,0,0
1216,lcnl,clone,,8.89,3.32,,,
549,3k,bore,4,8.907281,4.64,0,2,4
470,3k,blur,,8.95,3.34,1,3,3
1140,3k,clash,,8.95,2.61,0,0,0
373,lcnl,blah,4,8.98188,4.65,,,
201,3k,bas,,9,1.41,,,
567,3k,bound,1,9,3.09,0,7,11
601,3k,braille,,9,1.63,1,4,4
657,3k,breed,,9,3.45,0,0,0
724,3k,broth,3,9,3.73,0,0,0
1103,3k,churn,3,9,4.02,3,3,1
1163,3k,cleat,,9,2.69,,,
621,3k,brass,5,9.05,3.54,1,8,9
1115,3k,claim,,9.05,3.29,1,5,8
102,lcnl,awe,,9.06,3.87,0,2,3
664,3k,brew,2,9.06,2.08,,,
1219,lcnl,clop,,9.19,3.69,,,
629,3k,brawl,,9.2,2.59,,,
508,3k,bold,3,9.21,2.68,2,5,6
863,3k,cam,1,9.226991,2.85,8,8,4
815,3k,bust,2,9.23,4.13,0,1,1
1093,3k,chum,1,9.24,2.51,6,2,1
753,3k,budge,2,9.25,3.24,0,2,3
929,3k,cease,1,9.26,2.51,0,0,1
185,3k,barge,1,9.28,3.37,5,6,2
453,lcnl,blotch,,9.28,4.13,,,
804,3k,burr,,9.33,4.1,0,1,0
971,3k,char,,9.344218,2.45,,,
499,3k,bog,1,9.37,3,5,0,0
1090,lcnl,chug,7,9.37,3.7,,,
1112,unl,clack,27,9.38,3.54,,,
1212,3k,clog,,9.39,3.33,,,
66,3k,arc,,9.418817,3.52,0,0,2
1194,lcnl,clink,,9.44,4.44,,,
406,3k,bleep,,9.47,2.27,,,
1021,3k,chic,,9.53,3.41,,,
1127,3k,clang,19,9.53,3.74,12,5,4
164,lcnl,bane,,9.6,2.92,,,
114,lcnl,aye,3,9.685242,3.78,2,7,8
28,3k,ail,,9.71,2.37,,,
1073,3k,chord,,9.71,4.84,,,
667,3k,bribe,,9.74,2.68,,,
464,lcnl,blues,,9.81,3.16,1,1,3
727,3k,brow,,9.82,3.64,0,1,4
481,3k,boar,2,9.83,3.82,0,1,3
323,3k,bid,3,9.84,3.3,0,1,2
177,lcnl,barb,,9.877068,3.62,,,
69,unl,arched,,9.89,4.57,0,0,1
733,unl,browse,,9.89,2.97,,,
1172,3k,clench,,9.89,3.7,,,
46,lcnl,alms,,9.91,3.99,,,
363,lcnl,biz,,9.93,3.05,,,
611,3k,bran,,9.95,3.3,2,1,3
178,unl,barbed,1,10,3.5,0,0,0
709,3k,bronze,,10,3.06,0,0,2
710,unl,bronzed,,10,3.77,,,
932,3k,cell,,10,2.29,4,8,27
968,3k,chap,1,10,2.13,1,1,1
632,3k,brawn,,10.06,2.33,,,
161,3k,ban,,10.11,3.56,0,0,0
357,3k,bitch,,10.11,2.19,0,1,1
42,3k,ale,2,10.16,4.31,0,2,1
135,3k,bail,,10.16,5.04,0,0,1
427,3k,bliss,1,10.16,2.29,,,
410,3k,blend,,10.17,3.6,0,0,0
696,3k,brisk,,10.17,2.87,2,3,4
1114,3k,clad,,10.17,3.15,0,0,0
979,lcnl,charred,,10.2,4.35,0,0,0
517,3k,bond,,10.207435,4.16,1,0,0
770,3k,bulk,,10.21,2.8,0,0,1
389,lcnl,blare,,10.22,2.26,,,
344,3k,bind,,10.24,2.95,0,0,0
944,lcnl,chaff,,10.25,4.06,,,
158,lcnl,balm,,10.28,5.27,,,
1039,unl,chine,,10.33,3.5,,,
289,3k,belle,,10.36729,3.84,0,2,1
429,3k,blitz,,10.4,3.2,0,0,2
103,unl,awed,1,10.41,3.14,0,0,0
546,3k,booze,,10.42,2.93,,,
703,lcnl,brogue,,10.44,3.91,,,
694,3k,brink,,10.47,3.94,0,0,0
714,3k,brood,,10.47,4.09,0,0,1
1041,lcnl,chink,,10.47,3.83,,,
700,3k,broad,3,10.5,3.63,4,11,24
559,lcnl,botch,,10.53,3.39,,,
1210,3k,clod,,10.59,3.5,,,
1086,lcnl,chub,,10.6,4.85,,,
229,lcnl,bawl,,10.62,3.63,,,
636,lcnl,braze,,10.623058,2.55,,,
687,3k,brim,,10.68,3.02,0,0,1
90,lcnl,asp,,10.69,3.16,,,
1057,unl,chock,,10.69,4.37,,,
712,3k,brooch,,10.71,2.73,,,
698,3k,broach,,10.72,2.95,,,
1108,3k,cinch,,10.72,4.17,,,
106,lcnl,awl,1,10.75,4.16,,,
349,3k,birch,,10.836198,4.29,0,2,5
744,3k,brute,,10.85,3.27,1,4,3
108,3k,awn,,10.86,4.18,,,
1236,3k,clove,,10.88,3,,,
1122,3k,clamp,,10.89,4.43,,,
495,lcnl,bode,,10.93,3.56,,,
400,3k,bleak,1,10.94,3.33,0,0,1
1190,3k,clinch,,10.94,4.32,,,
207,lcnl,bask,1,10.95,2.41,,,
1095,3k,chump,,10.95,4.42,,,
215,lcnl,baste,,11,3.67,,,
468,3k,blunt,,11.05,2.7,0,0,0
1126,3k,clan,,11.05,2.17,0,0,1
1224,3k,clot,,11.05,3.66,0,0,0
1055,3k,chive,,11.070652,5.01,,,
308,3k,berth,,11.2,3.47,,,
327,lcnl,bier,,11.22,4.38,,,
425,lcnl,blip,,11.31,4.63,,,
818,lcnl,butch,,11.32642,4.16,73,10,1
641,3k,breadth,,11.38,4.69,0,0,0
892,lcnl,carp,1,11.42,4.9,,,
1054,unl,chit,,11.45,3.86,,,
620,3k,brash,,11.47,2.99,,,
431,3k,bloat,,11.56,4.49,,,
471,lcnl,blurb,,11.56,3.65,,,
786,lcnl,bung,,11.6,3.72,,,
335,3k,bile,,11.67,2.93,0,0,0
941,3k,chafe,,11.68,2.75,,,
268,3k,beech,1,11.69,3.14,0,0,1
637,3k,breach,,11.72,2.89,0,0,0
416,3k,blight,,11.73,2.89,0,0,0
328,lcnl,biff,,11.7357,5.78,,,
756,3k,buff,,11.74,5.14,0,0,0
175,unl,bap,,11.75,3.39,,,
262,3k,beck,,11.7527,3.72,,,
47,lcnl,alp,,11.77,3.83,,,
562,3k,bough,3,11.79,4.73,0,1,2
655,lcnl,breech,,11.79,3.39,0,0,0
571,3k,bout,6,11.83,2.83,1,2,1
1169,3k,cleft,,11.83,2.64,0,0,0
896,unl,carte,,11.93,3.22,,,
796,3k,burl,,11.96584,6.07,,,
141,unl,bairn,,12,2,,,
1181,unl,client,,12.05,3.3,0,0,0
51,lcnl,amp,,12.11,2.42,,,
989,3k,chaw,,12.11,5.71,,,
628,unl,braw,,12.12,4.29,,,
538,unl,boor,,12.14,3.92,,,
172,unl,banns,,12.15,3.21,,,
1149,3k,clause,,12.16,3.52,0,0,0
794,unl,burg,,12.18,2.56,,,
260,3k,beau,,12.232265,3.32,,,
1024,3k,chide,,12.33,2.99,,,
1201,lcnl,clique,,12.42,2.32,,,
65,3k,apt,1,12.5,4.18,0,0,1
740,3k,brunt,,12.52,3.17,,,
336,3k,bilge,,12.53,4,,,
1047,unl,chintz,,12.54,2.88,,,
1168,lcnl,clef,,12.56,3.55,,,
678,unl,brie,,12.69,4.24,,,
64,unl,apse,,12.743801,3.71,,,
682,3k,brig,,12.82,3.84,,,
180,3k,bard,,12.86,3.03,0,0,2
401,3k,bleat,,12.92,5.14,,,
153,lcnl,balk,,12.93,4.5,,,
535,3k,boon,1,12.94,4.12,,,
911,3k,caste,,13.07,2.97,0,0,0
986,lcnl,chaste,,13.11,4.04,,,
56,3k,angst,,13.12,2.92,,,
382,3k,blanch,,13.12,3.24,,,
907,3k,cask,,13.12,5.4,,,
1109,3k,cite,,13.29,3.46,0,0,0
1165,lcnl,cleave,,13.31,3.59,,,
953,3k,chaise,,13.33,2.74,,,
1012,unl,chert,,13.5,2.12,,,
324,3k,bide,,13.56,3.29,,,
832,unl,byte,,13.57,5.5,,,
605,lcnl,braise,,13.607018,4.77,,,
1188,lcnl,clime,,13.67,5.08,,,
228,unl,baud,,13.78,3.93,,,
606,unl,braised,,13.83,4.42,,,
337,lcnl,bilk,,13.88,2.36,,,
441,3k,bloke,,13.88,4.69,,,
18,3k,aft,,13.8841,3.72,0,0,0
355,lcnl,bisque,,14,3.85,,,
972,unl,chard,,14,3.42,,,
1101,unl,churl,,14.07,2.92,,,
522,3k,bong,,14.16,5.07,,,
690,lcnl,brine,,14.25,4.74,0,0,1
408,unl,blench,,14.5,0.71,,,
1241,lcnl,cloy,,14.5,4.17,,,
743,unl,brusque,,14.77,2.8,,,
837,3k,cache,,15.05,2.68,,,
840,unl,cadge,,15.2,2.39,,,
347,3k,binge,,15.22,4.05,,,
847,unl,cairn,,15.27,4.96,,,
785,unl,bund,,15.36,4.34,,,
931,lcnl,cede,,15.5,3.17,,,
428,3k,blithe,1,16.13,3.87,,,
1234,3k,clout,,16.86,2.91,,,
