word,freq_lcnl
homework,6
honorable,6
hoooo,6
hornpipe,6
hugs,6
icy,6
ing,6
instant,6
iron,6
jealous,6
jeep,6
jerry,6
jill,6
k,6
keeps,6
ketchup,6
kindergarten,6
knife,6
lambs,6
lap,6
lessmore,6
lesson,6
licked,6
licks,6
lifting,6
lips,6
loader,6
locks,6
log,6
logs,6
lord's,6
lumpety,6
melted,6
mittens,6
mobile,6
mostly,6
mouthful,6
moves,6
muff,6
munch,6
nancy,6
necks,6
nick,6
noisy,6
nor,6
noses,6
noticed,6
olivia's,6
owling,6
package,6
paid,6
painters,6
painting,6
pal,6
pan,6
panda,6
pans,6
patient,6
peas,6
peeked,6
peppers,6
persons,6
philip,6
pickled,6
plow,6
plump,6
poodle,6
popperville,6
porridge,6
practicing,6
pretend,6
public,6
puffing,6
pulls,6
pumped,6
raccoon,6
rake,6
raven,6
redbreast,6
rested,6
rhinoceros,6
ridiculous,6
ringing,6
rings,6
rolling,6
rubber,6
rushing,6
sailor's,6
sal's,6
salad,6
santa's,6
schlopp,6
scrambled,6
scrub,6
search,6
searching,6
serve,6
shame,6
shape,6
shed,6
sheets,6
shortcake,6
shouts,6
shows,6
siding,6
sincerely,6
skibble,6
skinny,6
sleeps,6
slug,6
slurp,6
smaller,6
smashed,6
smiles,6
sneakers,6
sneezed,6
sneezing,6
snowed,6
snowflakes,6
sofa,6
soul,6
spelled,6
spend,6
splosh,6
spoil,6
sprinkled,6
squirrel,6
stands,6
starting,6
sticky,6
stout,6
straightened,6
stream,6
tastes,6
taxi,6
team,6
teddy,6
temb,6
thneeds,6
tigers,6
tin,6
tiptoe,6
tire,6
title,6
tock,6
toilet,6
tomato,6
topham,6
trailer,6
tripped,6
troubles,6
truly,6
tuck,6
twas,6
type,6
upset,6
v,6
waah,6
walrus,6
wander,6
weary,6
wickersham,6
wiggle,6
wildly,6
wiped,6
won,6
wooden,6
worn,6
_all,5
1935,5
al,5
alley,5
although,5
amble,5
angelina's,5
ankle,5
anna's,5
antonio,5
aphids,5
arabella,5
armchair,5
art,5
australia,5
bands,5
beard,5
ben's,5
bends,5
biggered,5
biggering,5
bim,5
bim's,5
bird's,5
blackberry,5
boats,5
boil,5
bowed,5
bowls,5
brake,5
brass,5
breaks,5
bridges,5
brightly,5
bubble,5
bun,5
butt,5
butterflies,5
camels,5
camper,5
carle,5
cast,5
catnip,5
cement,5
chalk,5
changing,5
check,5
cheeks,5
chimpanzees,5
chomp,5
chrysanthemum's,5
clearing,5
clerk,5
climber,5
completely,5
cone,5
congratulations,5
cooked,5
costumes,5
coughed,5
cousins,5
cracked,5
cricket,5
crisp,5
crossed,5
crow's,5
crowded,5
cupboard,5
curls,5
customers,5
danger,5
dawson,5
deeds,5
delight,5
desert,5
diamonds,5
digger,5
discouraged,5
discover,5
ditch,5
doth,5
dragged,5
dumb,5
dumped,5
dumpling,5
dumplings,5
duty,5
eighteen,5
elbow,5
electricity,5
elephant's,5
encyclopedias,5
english,5
eve,5
everybody's,5
excellent,5
fa,5
family's,5
famous,5
fantastic,5
feelings,5
fighting,5
fired,5
fireman's,5
flamingo,5
flashlight,5
flavors,5
forehead,5
forests,5
fork,5
form,5
forty,5
foxes,5
foxy,5
francine,5
fried,5
furious,5
gaily,5
gardens,5
gathering,5
genius,5
gigantic,5
glance,5
glug,5
gogol,5
gorgeous,5
gorilla,5
gotten,5
gracefully,5
grade,5
granny's,5
grassy,5
grin,5
groaned,5
guest,5
gulped,5
hark,5
harriet,5
hedgehog,5
heron,5
hides,5
highest,5
highways,5
hmm,5
hoot,5
huh,5
hunted,5
hunter,5
hunting,5
husband,5
ideas,5
immediately,5
impatient,5
insisted,5
jet,5
joke,5
katie,5
kettle,5
kits,5
kuplunk,5
lake,5
lamp,5
landing,5
learning,5
lend,5
leo,5
lets,5
limousine,5
lined,5
lit,5
loaded,5
loxy,5
magician,5
maiden,5
marshall,5
marvelous,5
mattress,5
measured,5
member,5
merrily,5
merrymen,5
midnight,5
milked,5
missage,5
mister,5
mit,5
mmmm,5
months,5
mulberry,5
mustard,5
narrator,5
ned,5
neighbor,5
nibble,5
ninety,5
noah,5
noh,5
nook,5
november,5
oats,5
ordered,5
ostrich,5
owner,5
packages,5
packed,5
painted,5
paints,5
pairs,5
papa's,5
paris,5
parrot,5
patted,5
peanuts,5
peck,5
pepper,5
pets,5
petticoat,5
piglet's,5
pine,5
pins,5
pits,5
pitt,5
pity,5
pizza,5
pleased,5
pockets,5
pony,5
pouch,5
prairie,5
prayers,5
private,5
pulling,5
pumpkin,5
pushkin,5
quacked,5
quarter,5
rabbits,5
raspberry,5
ratburn,5
reindeer,5
reminded,5
rhyme,5
roadster,5
ronald,5
rosebush,5
roses,5
ruler,5
sailors,5
sandra,5
scrape,5
scratching,5
seconds,5
sense,5
september,5
shaped,5
sharing,5
shine,5
shone,5
shorter,5
shoulders,5
sides,5
sixteen,5
slam,5
sliding,5
smoking,5
snakes,5
sniffing,5
snooks,5
snorting,5
snowball,5
snowy,5
snug,5
soccer,5
somehow,5
sorts,5
sour,5
speaks,5
spit,5
splatt,5
splish,5
sport,5
squashed,5
squeeze,5
squeezed,5
squelch,5
squerch,5
stacks,5
state,5
steak,5
steaming,5
steamroller,5
stegosaurus,5
strawberries,5
strength,5
strike,5
student,5
stuffed,5
stupid,5
subway,5
sudden,5
suggested,5
sunglasses,5
sunshine,5
swashy,5
sweep,5
swings,5
swishy,5
sword,5
t'other,5
tarts,5
tattered,5
tembo,5
test,5
thirsty,5
thoughtful,5
throughout,5
tires,5
toll,5
tomatoes,5
tongues,5
toucan,5
towel,5
travel,5
treasure,5
tub,5
tug,5
tunnel,5
twitched,5
typewriter,5
uncles,5
understood,5
ups,5
uses,5
valleys,5
visited,5
vroom,5
waddle,5
wakes,5
warn,5
wearies,5
whispering,5
whither,5
whoa,5
whoever,5
whos,5
wig,5
wink,5
wipe,5
wont,5
works,5
worth,5
wound,5
yards,5
yawn,5
yep,5
0,4
"1,2,3",4
27,4
ad,4
admitted,4
adopt,4
adventures,4
advice,4
africa,4
afterwards,4
alas,4
america,4
angus,4
ankles,4
anthony,4
anxiously,4
arfarfarf,4
armadillo,4
army,4
arranged,4
arriving,4
author,4
automobiles,4
avenue,4
babushka,4
backed,4
bacon,4
bade,4
badger,4
badly,4
bags,4
bapa,4
bare,4
barely,4
barked,4
barnyard,4
base,4
bash,4
bathtub,4
beating,4
beauty,4
beaver,4
begun,4
bellowed,4
ben,4
benjamin,4
bill,4
blah,4
blinked,4
blood,4
boo,4
bore,4
borrow,4
bothering,4
bottomed,4
bouncing,4
bouquet,4
bowling,4
brand,4
brandywine,4
bray,4
breaded,4
breakdown,4
breathing,4
bride,4
bringing,4
broccoli,4
brook,4
bulls,4
buying,4
cab,4
cadet,4
calm,4
camilla's,4
camp,4
canter,4
cape,4
card,4
cards,4
carrier,4
carries,4
carton,4
catsandratsandelephants,4
caw,4
chances,4
chased,4
cheeky,4
cheers,4
chester,4
chewing,4
chills,4
chimney,4
chopper,4
chud,4
cities,4
clearly,4
coach,4
coin,4
command,4
confused,4
construction,4
contents,4
continue,4
conversation,4
cookies,4
cough,4
courage,4
court,4
cradle,4
cranes,4
croak,4
crocodile,4
crusoe,4
crystal,4
cubs,4
cupcake,4
currant,4
cyril,4
d.w,4
dainty,4
darkness,4
dawn,4
depends,4
dinner's,4
dive,4
dizzy,4
dome,4
dont,4
dough,4
dove,4
drawn,4
dresses,4
dried,4
drinking,4
drowned,4
drums,4
dumper,4
dumpty,4
dusted,4
dusting,4
easter,4
eddie,4
elf,4
ellen,4
engineer,4
enormously,4
envelope,4
errand,4
escaped,4
eventually,4
everyone's,4
excitement,4
expected,4
experts,4
faced,4
factories,4
factory,4
fail,4
fastened,4
fastest,4
feather,4
feeds,4
felsh,4
festoon,4
fierce,4
fights,4
figure,4
finest,4
fire's,4
fits,4
fixed,4
fixing,4
flapping,4
fled,4
floats,4
flooded,4
floors,4
flour,4
fluff,4
flung,4
flutter,4
fog,4
football,4
footprints,4
forgive,4
fret,4
frightening,4
frogs,4
frost,4
frowned,4
frozen,4
fuel,4
fuss,4
garage,4
gardener,4
giggles,4
glittery,4
glove,4
gooey,4
gourd,4
grain,4
gramma,4
gramps,4
grandma's,4
greatest,4
greatly,4
greedy,4
grind,4
groat,4
habit,4
habits,4
hack,4
haired,4
handies,4
happens,4
hated,4
healthy,4
hearing,4
heat,4
heavens,4
heels,4
hitch,4
hmmmm,4
hobbledy,4
hollow,4
honored,4
hops,4
horrid,4
hotel,4
howdy,4
however,4
howl,4
howled,4
howling,4
hubbard,4
huffed,4
hugged,4
humpty,4
hurts,4
icebox,4
iddle,4
ignored,4
impossible,4
inches,4
including,4
interrupted,4
ish,4
jane,4
jellyball,4
jockey,4
joey,4
journey,4
joys,4
kack,4
kanga,4
kangaroos,4
keeper,4
keeping,4
kick,4
kidding,4
kindness,4
kitties,4
klack,4
klick,4
knitted,4
knocker,4
knowing,4
knuffle,4
kuplink,4
lad,4
lady's,4
lair,4
lal,4
lands,4
laundry,4
leaned,4
leaning,4
leather,4
leopard,4
lester,4
lick,4
licking,4
lily,4
lip,4
lizards,4
loads,4
lobby,4
lobster,4
locomotive,4
longest,4
louder,4
lovingly,4
lower,4
lucy's,4
luke,4
lullaby,4
lump,4
lupine,4
madrid,4
mailbox,4
mammy,4
man's,4
managed,4
mattresses,4
mawning,4
meals,4
measles,4
medicine,4
medium,4
mended,4
meringue,4
mermaid,4
message,4
meter,4
miller,4
mini,4
mole,4
month,4
moonlit,4
moose,4
mornings,4
mortimer's,4
motorcycle,4
mouths,4
muffin,4
munching,4
mustache,4
mysterious,4
nack,4
napkins,4
narrow,4
ne'er,4
needles,4
nervous,4
newspaper,4
nicest,4
nighttime,4
noises,4
noodle,4
noodles,4
nope,4
nuisance,4
offer,4
oho,4
oldest,4
opening,4
opens,4
oprah,4
oranges,4
outdoors,4
ow,4
paddle,4
pain,4
pajammy,4
pastry,4
pasture,4
patrol,4
pearl,4
pears,4
pebbles,4
pen,4
penalty,4
pencils,4
people's,4
peppermint,4
persian,4
pete's,4
peter's,4
phoebe,4
pieman,4
pig's,4
piglets,4
pilot,4
pipes,4
plainly,4
planes,4
planet,4
plans,4
playground,4
plaza,4
plows,4
plucked,4
pointy,4
poles,4
policeman,4
politeness,4
polka,4
post,4
prance,4
prefer,4
presently,4
president's,4
pretending,4
prickles,4
princesses,4
propeller,4
properly,4
protector,4
putting,4
quarrel,4
races,4
racket,4
rails,4
rainbow,4
raining,4
rains,4
raise,4
rapunzel,4
rattled,4
raw,4
rawther,4
razor,4
reaching,4
refrigerator,4
relax,4
removed,4
rests,4
richard,4
rights,4
roast,4
roasted,4
robber,4
robinson,4
robot,4
rocka,4
rooster,4
roots,4
row,4
rub,4
rubbed,4
rudy,4
rum,4
rumba,4
rumble,4
russia,4
rye,4
safety,4
sailboat,4
sailor,4
sandy,4
sanitation,4
sank,4
satisfied,4
saving,4
scare,4
scattered,4
scold,4
scolded,4
score,4
scratchy,4
scrubbing,4
seasons,4
seated,4
seater,4
serious,4
seventeen,4
shadows,4
shakes,4
shaking,4
sheet,4
shells,4
shelves,4
shooter,4
shoots,4
showing,4
shrieked,4
shutters,4
sights,4
silently,4
siren,4
sizzle,4
skipping,4
skye,4
slip,4
slippers,4
sloth,4
slowed,4
slower,4
smelling,4
smooch,4
sneezes,4
snoozing,4
snore,4
snored,4
snowstorm,4
sonya,4
specialists,4
species,4
spinning,4
spins,4
splashed,4
splashes,4
splitter,4
spots,4
sprinkle,4
square's,4
squeaks,4
squeaky,4
stamped,4
starla,4
startled,4
statue,4
staying,4
stays,4
steady,4
steep,4
steer,4
stepmother,4
stepsisters,4
stiff,4
stomp,4
stranger,4
stretching,4
stronger,4
sue's,4
suits,4
sukey,4
surgeon,4
surrey,4
swarm,4
sweetest,4
sweetie,4
swine,4
tablecloth,4
tailed,4
tallulah,4
tapping,4
television,4
thermos,4
thief,4
thneed,4
thread,4
throwing,4
thumbkin,4
thus,4
thyself,4
tightly,4
tightrope,4
tiptoed,4
toothbrush,4
tops,4
torn,4
touchdown,4
tower,4
traded,4
trapeze,4
traveled,4
treetop,4
tremendous,4
tri,4
triceratops,4
trim,4
tropical,4
tugged,4
tumba,4
tumble,4
tut,4
twig,4
twisted,4
underwear,4
unusual,4
vacation,4
valley,4
vanilla,4
varoom,4
vegetables,4
ville,4
vines,4
viola,4
visitors,4
waiter,4
waked,4
wandered,4
warned,4
waste,4
watchman,4
watermelon,4
watermelons,4
watson,4
welcomed,4
whack,4
whale's,4
whined,4
whipped,4
whisked,4
whistling,4
whom,4
whoosh,4
windmill,4
wins,4
wipers,4
wires,4
wobbled,4
wolf's,4
wondrous,4
woolen,4
workshop,4
world's,4
worm,4
worms,4
worrying,4
worst,4
wump,4
yawned,4
yesterday,4
yo,4
yuck,4
yum,4
zookeeper,4
zoomed,4
12,3
18,3
20,3
207,3
30,3
40,3
a.m,3
aaaaaahhh,3
abcd,3
accompanied,3
acted,3
actually,3
adding,3
admit,3
african,3
aid,3
airplane,3
alice's,3
alike,3
allow,3
altogether,3
angel,3
annabelle's,3
anyhow,3
ape,3
approached,3
apron,3
aquarium,3
ar,3
arrooff,3
aside,3
aunts,3
awesome,3
awhile,3
awoke,3
aye,3
backhome,3
backward,3
backyards,3
baggage,3
baker's,3
bakers,3
baking,3
balance,3
banana,3
bananamobile,3
bananas,3
banderilleros,3
bandy,3
banner,3
bay,3
beacon,3
beam,3
beast,3
beautifully,3
beezle,3
behaved,3
beige,3
belleisle,3
bellowing,3
betty,3
bid,3
billion,3
bin,3
bites,3
blackberries,3
blaze's,3
bloomed,3
blown,3
blushed,3
bluuuuub,3
bob,3
bodies,3
bold,3
bombay,3
bon,3
bookshop,3
bottles,3
bough,3
bounce,3
bravely,3
breaking,3
breathed,3
brighter,3
broad,3
broth,3
brrm,3
bruno,3
brushing,3
bulb,3
bulbs,3
bunk,3
bunnies,3
bunnn,3
burnie,3
burp,3
bursting,3
buses,3
cabbages,3
caboose,3
cackle,3
calendar,3
camping,3
cant,3
canvas,3
caper,3
cared,3
career,3
carl,3
carriage,3
castles,3
cat's,3
catches,3
cattle,3
cawn't,3
celebrate,3
celery,3
certain,3
chanted,3
chapter,3
charms,3
chase's,3
cheek,3
cheep,3
chica,3
chip,3
chips,3
choppa,3
chopped,3
chopping,3
chores,3
chugging,3
churn,3
chute,3
circulation,3
clancy,3
clank,3
clapped,3
clark,3
cleaned,3
cliff,3
cloak,3
clothesline,3
cloudy,3
clucked,3
clump,3
coated,3
code,3
coffin,3
cole,3
collection,3
collector,3
comfort,3
comfy,3
comical,3
comin,3
commuter,3
concluded,3
conditions,3
considerate,3
container,3
coo,3
cornelius,3
corners,3
cost,3
cotton,3
cottontail,3
coupe,3
couple,3
coupled,3
crabtree,3
crashed,3
crawls,3
creak,3
crickets,3
crisscross,3
crowed,3
crows,3
crumble,3
crusts,3
cuddled,3
cure,3
curtain,3
curtsy,3
cushion,3
cushy,3
cutlets,3
cynthia,3
da,3
daddie,3
damp,3
dangling,3
dapple,3
dared,3
darkened,3
darn,3
day's,3
decision,3
ded,3
definitely,3
deserted,3
deserts,3
detective,3
determined,3
diapers,3
diesel,3
diner,3
dinners,3
directly,3
dirtiest,3
disappointed,3
disappointment,3
ditches,3
divine,3
doc,3
dock,3
doctor's,3
dog's,3
dolly,3
don,3
doze,3
dragging,3
drifting,3
drifts,3
drizzle,3
dropping,3
drops,3
drown,3
drowning,3
drumming,3
dull,3
dune,3
eager,3
easily,3
eeyore,3
efg,3
eighty,3
eldest,3
elegant,3
embarrassed,3
emergency,3
engaged,3
enjoyed,3
entered,3
entirely,3
envelopes,3
envy,3
escalator,3
evil,3
excavator,3
exeter,3
exhausted,3
expecting,3
explain,3
extraordinary,3
failed,3
farmers,3
fascinated,3
favor,3
feathered,3
february,3
feeding,3
felicity,3
fetched,3
fiddlers,3
fie,3
fiercely,3
fighters,3
figured,3
finding,3
finds,3
fireflies,3
fishes,3
fishy,3
flashed,3
flashing,3
fleas,3
flight,3
flopsy,3
flora,3
flown,3
foal,3
follows,3
foreman,3
forgetting,3
forklift,3
fortunately,3
forwards,3
fourpence,3
fourteen,3
freezy,3
fright,3
fritter,3
fritz's,3
frosting,3
frown,3
frrooggyy,3
fruits,3
fry,3
gasoline,3
gazing,3
gee,3
georgy,3
glanced,3
glided,3
glittering,3
glorious,3
gloucester,3
glowing,3
goats,3
gobble,3
gobbled,3
gobbles,3
goblins,3
googies,3
google,3
gox,3
gran,3
grasshopper,3
grave,3
grey,3
grickle,3
grocery,3
groomed,3
grop,3
grumbles,3
grundy,3
guide,3
guinea,3
gulp,3
gump,3
guys,3
hallowe'en,3
hammer,3
handful,3
handkerchief,3
happiness,3
harbor,3
harrow,3
haul,3
hazel,3
headdress,3
heap,3
hell,3
helpless,3
hero,3
hester's,3
hissed,3
hissing,3
hobble,3
hobby,3
hogs,3
holmes,3
homes,3
hopefully,3
hoy,3
humans,3
humpf,3
humpy,3
hunger,3
huppa,3
hurrying,3
hustled,3
hyena,3
ian,3
iced,3
icing,3
incredible,3
indian,3
indians,3
interrupting,3
introduction,3
invented,3
invitation,3
invite,3
invited,3
irene's,3
ives,3
jake,3
janitor,3
japanese,3
jelf,3
jewels,3
jingle,3
joan,3
jobs,3
jokes,3
june,3
katie's,3
keepers,3
kingdom,3
kites,3
knave,3
knitting,3
knives,3
kuplank,3
lab,3
lace,3
ladybird,3
lanes,3
language,3
largest,3
lark,3
lasso,3
latch,3
latin,3
leader,3
leaped,3
leaping,3
leapt,3
learnt,3
leeds,3
lessons,3
level,3
lid,3
lies,3
lightning,3
littleman,3
loaf,3
logpile,3
lollipop,3
longman,3
lookout,3
loots,3
lou,3
lurch,3
madder,3
mamma,3
mammals,3
map,3
marble,3
marching,3
margaret,3
marks,3
martha's,3
mashed,3
master's,3
matador,3
max's,3
mcsmogg,3
meetings,3
melinda,3
mell,3
melt,3
melting,3
microchiroptera,3
mild,3
milking,3
miller's,3
mischief,3
miserable,3
miserably,3
misses,3
misty,3
mix,3
moi,3
moms,3
mood,3
moppet,3
mopsy,3
movies,3
mowing,3
muddle,3
muddy,3
muffet,3
mumbled,3
mushroom,3
musn't,3
mustn't,3
muttered,3
mystery,3
naked,3
naptime,3
nasty,3
nate,3
native,3
naught,3
nay,3
nearer,3
nectar,3
needle,3
nelson's,3
nephew,3
nervously,3
nests,3
newest,3
nibbled,3
nickels,3
noble,3
non,3
normal,3
norman,3
notices,3
o.k,3
oak,3
oatmeal,3
occasional,3
offered,3
olives,3
onions,3
ordinary,3
otherwise,3
ouack,3
ouch,3
p.m,3
paced,3
padded,3
paddles,3
pains,3
palm,3
pancakes,3
panda's,3
panted,3
parking,3
partner,3
pascal's,3
passes,3
patched,3
patiently,3
paused,3
peace,3
pear,3
peek,3
peel,3
peered,3
pell,3
perched,3
person's,3
personal,3
petals,3
picadores,3
picker,3
picks,3
picnics,3
pies,3
pigeons,3
piggy,3
pillows,3
pippen,3
pitcher,3
planned,3
plant,3
planting,3
plaster,3
plop,3
pluck,3
plums,3
plunged,3
points,3
poly,3
popular,3
porgy,3
pounce,3
pounds,3
pouring,3
pox,3
practiced,3
precious,3
prepared,3
priest,3
protested,3
pterosaur,3
puddles,3
puppets,3
purred,3
pushes,3
puzzled,3
puzzles,3
queer,3
quit,3
radio,3
rail,3
railcars,3
raisins,3
raja,3
ranch,3
raow,3
rattlesnake,3
reads,3
reel,3
reindeer's,3
relations,3
remarkable,3
remembering,3
rené,3
resist,3
response,3
restaurant,3
returning,3
ribbon,3
riders,3
rides,3
ringman,3
ripped,3
robe,3
robin's,3
roger,3
roly,3
rooms,3
roundhouse,3
rows,3
rubbing,3
rubbish,3
rubble,3
rumpelstiltskin,3
rush,3
rushes,3
rust,3
rustling,3
rusty,3
sabbath,3
sandwiches,3
scaly,3
scamper,3
scene,3
scenery,3
schoolhouse,3
schools,3
scoop,3
scored,3
screaming,3
sculptor,3
seaweed,3
secretary,3
seeing,3
selling,3
sentence,3
shaftoe,3
shampooed,3
shaven,3
sherlock,3
shhhhhh,3
shines,3
ship's,3
ships,3
shorn,3
shrunk,3
shyly,3
sieve,3
signals,3
signed,3
ski,3
skidder,3
skies,3
slammed,3
sled,3
slightly,3
slimy,3
slippery,3
slips,3
slows,3
slumbering,3
smith,3
smog,3
smoothed,3
snatched,3
sneak,3
snorted,3
snows,3
snuffed,3
snuggles,3
soldiers,3
someone's,3
sometime,3
sorrow,3
sorrows,3
spain,3
sparkled,3
sparkly,3
speeding,3
spice,3
spilled,3
splendid,3
spoiled,3
spoons,3
spreading,3
springtime,3
spun,3
squeaked,3
squeal,3
squiggly,3
stair,3
stations,3
stellaluna's,3
stickers,3
sticking,3
stile,3
stir,3
stomped,3
storms,3
stove,3
strangers,3
straws,3
streams,3
stretches,3
strings,3
strum,3
studio,3
stumpy,3
sunset,3
sunshiny,3
supermarket,3
swallow,3
swallowed,3
sweeping,3
sweetheart,3
sweethearts,3
sweetly,3
swept,3
swooped,3
swoosh,3
tables,3
tack,3
taffy's,3
tailors,3
tales,3
talks,3
tallest,3
tangerine,3
tasted,3
teachers,3
teasing,3
teenager,3
tennis,3
the.pooh,3
thirteen,3
thoughtfully,3
thunder,3
tickets,3
ticks,3
tide,3
til,3
tilt,3
tips,3
tissue,3
tissues,3
toenails,3
tony,3
toolshed,3
toot,3
toppings,3
towards,3
towns,3
trade,3
trainer,3
treated,3
triangle's,3
trimmed,3
trips,3
trixie's,3
troubled,3
trust,3
trusty,3
tunnels,3
turkey,3
twirled,3
twirly,3
twopence,3
u.s,3
understanding,3
understands,3
unicorns,3
unload,3
untied,3
unto,3
veal,3
waddled,3
waded,3
walker,3
waltzing,3
wand,3
warning,3
wart,3
washer,3
washes,3
washington,3
watches,3
wed,3
weekend,3
whirled,3
whispers,3
whizzed,3
who'd,3
wilderness,3
wilt,3
wilted,3
wind's,3
windy,3
winked,3
winning,3
wishing,3
within,3
wives,3
wizard,3
wolves,3
woo,3
wool,3
woooo,3
worker,3
yawns,3
year's,3
yelling,3
ying,3
yip,3
yopp,3
zack,3
zans,3
zum,3
100th,2
14,2
15,2
15th,2
16,2
17,2
19,2
21,2
50,2
56,2
5th,2
60,2
6th,2
70,2
80,2
90,2
aah,2
aaooga,2
abigail,2
abroad,2
accidents,2
ached,2
aches,2
achy,2
acorn,2
action,2
address,2
adjust,2
admiration,2
admire,2
adore,2
afterward,2
agatha,2
agent,2
ages,2
aggle,2
ahhh,2
aids,2
ain,2
aired,2
aisle,2
alan's,2
ale,2
almond,2
alongside,2
alors,2
aluminum,2
amount,2
amused,2
ann,2
ant,2
ants,2
apgar,2
appear,2
appendix,2
approaches,2
arch,2
area,2
argue,2
ark,2
armored,2
arnie's,2
arrive,2
arrow,2
arrows,2
ashes,2
ashore,2
assigned,2
attacked,2
attendant,2
attic,2
aught,2
august,2
avoid,2
awakened,2
awfully,2
axes,2
axle,2
baaa,2
babar's,2
babs,2
babylon,2
babysit,2
babysitter,2
background,2
backpacks,2
backs,2
bacteria,2
bailey,2
bakeshop,2
ballerinas,2
ballroom,2
balsa,2
banbury,2
banging,2
bangs,2
bantam,2
barber's,2
barking,2
barks,2
barley,2
barm,2
baseball,2
baskets,2
basking,2
bathe,2
batted,2
beak,2
beckoned,2
beehive,2
beer,2
beft,2
beggars,2
behavior,2
bein,2
belonged,2
belts,2
bert,2
betsy,2
beware,2
bewildered,2
bicycles,2
biscuits,2
biting,2
bitten,2
blaaaze,2
blackbirds,2
blades,2
blame,2
blast,2
blinky,2
bloath,2
blocked,2
blooming,2
blossom,2
blossoms,2
blowin,2
bluuub,2
bluuuub,2
boar,2
boast,2
bobbed,2
boggen,2
boiler,2
boiling,2
bolted,2
bonjour,2
bonk,2
bonnie,2
bookshelf,2
booth,2
boston,2
bottoms,2
bounced,2
bounding,2
bows,2
boy's,2
braking,2
bramble,2
brandy,2
braying,2
breakfasts,2
brew,2
brief,2
brighten,2
brightest,2
briskly,2
brontosaurus,2
brooks,2
brownish,2
bruised,2
brushes,2
buckle,2
buckles,2
budge,2
bull's,2
bullet,2
bullets,2
bumblebee,2
bumblebees,2
bumperman,2
bungle,2
bureau,2
burps,2
bust,2
butting,2
buttoned,2
c'mon,2
cabin,2
campers,2
campfire,2
campsite,2
canals,2
canary,2
candies,2
cane,2
canning,2
cannon,2
captured,2
carelessly,2
cares,2
carle's,2
carols,2
carpenter,2
carrie,2
carrotcar,2
carving,2
catalogues,2
catching,2
ceased,2
ceilings,2
celebrated,2
celebration,2
cellars,2
cha,2
chain,2
champion,2
changes,2
charged,2
charles,2
chatter,2
cheap,2
checking,2
checkup,2
cheery,2
cherish,2
cherries,2
chess,2
chickens,2
chid,2
children's,2
china,2
chirp,2
chirruped,2
choppin,2
chops,2
chopsticks,2
christened,2
churning,2
cigar,2
cinderumpelstiltskin,2
cinnamon,2
circled,2
circling,2
clam,2
clambered,2
classmates,2
claus,2
claw,2
cleaning,2
clears,2
climbs,2
closing,2
clowns,2
club's,2
clue,2
clung,2
clutch,2
clutched,2
clutching,2
coachman,2
coats,2
cockadoodledoo,2
cocked,2
cocoa,2
cocoon,2
codlins,2
collect,2
collected,2
collecting,2
college,2
colt,2
combed,2
comfortably,2
comforting,2
companion,2
competition,2
complaining,2
computer,2
confess,2
considered,2
constable,2
containers,2
contrary,2
cooking,2
copper,2
copying,2
coral,2
corked,2
coronation,2
corvette,2
costume,2
couch,2
countless,2
cowboy,2
crackers,2
crammed,2
crawler,2
creams,2
creeping,2
crimes,2
crimson,2
crocodile's,2
crocus,2
crossing,2
crowns,2
crummies,2
crunchy,2
crust,2
crybaby,2
crystals,2
cucumber,2
cuddles,2
curled,2
curse,2
curtains,2
curves,2
custom,2
cuts,2
cutting,2
cyclops,2
daddy's,2
dads,2
daffodils,2
daintily,2
dam,2
damaged,2
dancers,2
dances,2
dandelion,2
dandy,2
dank,2
daring,2
darington,2
dash,2
dashing,2
dawdle,2
dears,2
death,2
deceive,2
december,2
deck,2
decorate,2
deeper,2
delicate,2
delivered,2
delphinium,2
deluxe,2
demand,2
desperately,2
dew,2
di,2
dialed,2
didnt,2
dies,2
diet,2
difference,2
dimes,2
dingy,2
dining,2
dip,2
dirtier,2
disappearing,2
disaster,2
disguise,2
displeased,2
distinguished,2
distraction,2
diva,2
diver,2
doily,2
doll,2
donald,2
doorknob,2
doornail,2
doot,2
dope,2
doubt,2
downer,2
downtown,2
downy,2
dozens,2
drag,2
dragon's,2
dragonflies,2
dragster,2
drain,2
drawers,2
dreamer,2
drift,2
drifted,2
dripped,2
drippy,2
drivers,2
dromedary,2
droopier,2
drummer,2
drunk,2
duckbill,2
dues,2
dun,2
dupree,2
e'er,2
earlier,2
earrings,2
easier,2
eater,2
echo,2
education,2
egypt,2
eighth,2
eights,2
elbows,2
embarrassing,2
emblem,2
emily,2
enchanted,2
endless,2
enter,2
equal,2
er,2
eraser,2
est,2
eunice,2
everything's,2
example,2
excepting,2
excitedly,2
exercise,2
exercises,2
existed,2
exit,2
expectant,2
explore,2
fade,2
fairly,2
fairy's,2
familiar,2
families,2
fare,2
farewell,2
farthing,2
feared,2
fears,2
fences,2
ferocious,2
festive,2
festivities,2
fever,2
fiddler,2
fidelity,2
fielder's,2
fiercest,2
fiery,2
fifth,2
filed,2
filling,2
finch,2
fir,2
firemen's,2
firm,2
fisherman,2
fishin,2
flaggle,2
flappy,2
flash,2
flavor,2
flee,2
fleece,2
flinders,2
flipped,2
flippers,2
flipping,2
flock,2
flood,2
flopped,2
flu,2
flushes,2
flutes,2
fluting,2
fluttering,2
folk,2
fooled,2
foolish,2
footsteps,2
forced,2
formed,2
fort,2
fortune,2
foster,2
